Machine,Type,Machine ID,Timestamp,machine_id,force_applied,cycle_time,temperature,vibration_level,cycle_count,oil_pressure,die_alignment,sheet_thickness,power_consumption,noise_level,lubrication_flow_rate
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:53:11.316502+00:00,stamping_press_001,1286.5,14.4,51.0,0.7,1117.0,1.3,aligned,1.0,1.5,70.4,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:53:13.339532+00:00,stamping_press_001,859.9,5.5,66.4,0.42,1285.0,4.8,aligned,4.7,8.1,79.4,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:53:55.382320+00:00,stamping_press_001,2707.3,11.5,99.0,0.26,311.0,2.8,aligned,1.2,10.4,5.4,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:53:55.764328+00:00,stamping_press_001,1150.8,9.3,0.5,0.5,547.0,4.5,aligned,4.1,16.7,52.0,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:54:37.192454+00:00,stamping_press_001,4395.5,4.7,87.2,0.77,1680.0,3.6,aligned,4.6,8.3,99.2,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:54:38.667155+00:00,stamping_press_001,2577.3,19.2,27.3,0.46,1741.0,3.2,aligned,1.1,13.6,68.4,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:55:17.762695+00:00,stamping_press_001,1319.3,12.4,10.7,0.08,1872.0,2.0,aligned,4.6,14.3,50.4,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:55:18.053125+00:00,stamping_press_001,4346.1,14.5,40.5,0.28,1477.0,2.5,aligned,3.3,4.8,72.0,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:55:18.469986+00:00,stamping_press_001,579.9,3.3,42.4,0.21,1651.0,2.4,aligned,3.4,18.2,49.3,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:56:00.175036+00:00,stamping_press_001,1451.8,9.8,89.3,0.93,1545.0,1.5,aligned,4.8,15.0,9.8,0.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:56:01.964276+00:00,stamping_press_001,3504.2,6.5,26.6,0.79,1525.0,3.8,aligned,0.5,17.1,47.1,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:56:41.607042+00:00,stamping_press_001,1082.5,9.3,49.8,0.38,207.0,3.2,aligned,3.2,16.3,42.0,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:57:22.703639+00:00,stamping_press_001,4398.8,7.7,28.3,0.93,194.0,3.6,aligned,0.2,2.9,27.9,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:57:25.204191+00:00,stamping_press_001,2375.0,13.3,30.2,0.18,1308.0,4.2,aligned,1.8,19.8,14.6,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:58:06.583346+00:00,stamping_press_001,3296.2,6.3,95.1,0.33,382.0,3.3,aligned,3.5,5.1,67.8,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:58:07.855512+00:00,stamping_press_001,1187.6,5.9,90.4,0.73,1546.0,0.4,aligned,2.5,18.6,53.1,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:58:08.515578+00:00,stamping_press_001,1520.7,0.3,35.3,0.38,596.0,1.6,aligned,0.5,18.4,13.4,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:58:47.935731+00:00,stamping_press_001,2611.1,1.4,26.8,0.87,1264.0,3.1,aligned,2.3,8.0,8.0,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:58:49.781296+00:00,stamping_press_001,1298.2,7.1,54.2,0.92,918.0,4.1,aligned,1.4,1.3,44.4,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:59:31.496048+00:00,stamping_press_001,2367.5,18.5,70.5,0.58,1290.0,4.9,aligned,4.7,10.0,85.2,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 18:59:31.677277+00:00,stamping_press_001,1290.5,15.7,18.5,0.78,1852.0,4.1,aligned,1.9,5.3,62.2,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:00:12.221632+00:00,stamping_press_001,258.0,16.2,75.8,0.38,1859.0,3.4,aligned,4.4,9.9,63.7,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:00:13.835970+00:00,stamping_press_001,1997.8,19.6,84.8,0.77,1029.0,1.1,aligned,1.0,1.7,17.7,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:00:52.771429+00:00,stamping_press_001,1478.5,8.4,2.9,0.58,1532.0,2.7,aligned,4.1,4.2,63.9,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:01:36.180676+00:00,stamping_press_001,1817.3,9.4,47.0,0.91,1068.0,3.0,aligned,4.3,4.4,65.9,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:01:37.830641+00:00,stamping_press_001,56.7,10.6,87.4,0.55,1770.0,4.9,aligned,1.3,4.0,21.2,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:01:38.364030+00:00,stamping_press_001,4611.8,11.2,31.4,0.83,924.0,2.2,aligned,1.7,5.1,38.6,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:02:18.316652+00:00,stamping_press_001,2437.3,18.7,91.2,0.62,1129.0,1.8,aligned,2.0,9.6,41.9,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:02:19.754605+00:00,stamping_press_001,2160.2,9.2,88.2,0.53,80.0,4.6,aligned,1.7,9.0,88.0,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:02:20.675840+00:00,stamping_press_001,1344.6,8.9,84.8,0.07,1353.0,4.9,aligned,2.3,12.0,56.3,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:03:01.024486+00:00,stamping_press_001,2906.9,2.8,4.2,0.99,1009.0,5.0,aligned,3.2,18.1,63.0,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:03:01.302518+00:00,stamping_press_001,2639.1,14.3,48.2,0.38,443.0,4.8,aligned,2.0,10.6,15.0,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:03:43.724200+00:00,stamping_press_001,48.1,12.0,87.2,0.47,1288.0,2.3,aligned,3.6,6.0,12.9,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:04:25.409824+00:00,stamping_press_001,4308.6,19.8,81.2,0.51,468.0,3.1,aligned,1.6,15.9,20.2,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:04:25.771478+00:00,stamping_press_001,1256.9,13.1,98.4,0.52,1596.0,2.1,aligned,1.2,15.9,9.7,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:05:04.918813+00:00,stamping_press_001,1005.6,6.2,52.8,0.54,1613.0,0.5,aligned,2.7,7.0,46.8,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:05:07.147508+00:00,stamping_press_001,1152.8,2.6,25.9,0.57,178.0,3.5,aligned,2.2,2.3,58.6,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:05:07.477231+00:00,stamping_press_001,357.3,2.9,61.7,0.98,608.0,2.7,aligned,3.0,18.3,67.0,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:05:48.197850+00:00,stamping_press_001,3021.7,5.8,84.3,0.72,1473.0,3.7,aligned,2.5,15.3,47.2,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:06:29.737874+00:00,stamping_press_001,3757.5,13.5,57.0,0.34,394.0,2.6,aligned,1.2,17.9,35.0,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:07:31.100925+00:00,stamping_press_001,1045.3,5.3,61.8,0.36,98.0,3.4,aligned,1.6,0.2,28.4,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:07:32.440807+00:00,stamping_press_001,1693.6,0.9,91.1,0.76,934.0,2.3,aligned,0.0,7.7,20.3,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:08:12.162457+00:00,stamping_press_001,4670.9,0.1,51.3,0.65,823.0,3.4,aligned,2.5,4.8,39.8,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:08:31.974427+00:00,stamping_press_001,4545.9,16.9,59.0,0.09,1406.0,4.0,aligned,0.0,2.9,8.1,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:08:32.333855+00:00,stamping_press_001,4400.4,11.9,65.2,0.98,188.0,1.0,aligned,3.3,12.3,64.5,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:08:36.228623+00:00,stamping_press_001,2525.0,0.7,65.8,0.5,1517.0,4.8,aligned,3.2,9.8,71.0,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:08:36.835867+00:00,stamping_press_001,2264.3,11.6,50.1,0.36,1091.0,0.6,aligned,4.7,18.4,73.4,0.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:09:18.757148+00:00,stamping_press_001,1411.1,9.5,63.7,0.77,1301.0,1.0,aligned,1.1,2.1,8.1,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:09:20.096878+00:00,stamping_press_001,4288.8,20.0,2.7,0.26,1215.0,2.7,aligned,2.3,5.1,16.2,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:10:01.912602+00:00,stamping_press_001,903.9,16.5,35.0,0.72,1886.0,1.9,aligned,3.9,11.0,77.7,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:10:03.009341+00:00,stamping_press_001,3459.7,4.8,51.4,0.7,1243.0,2.2,aligned,2.4,3.8,71.1,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:10:42.587032+00:00,stamping_press_001,3917.5,3.4,88.1,0.88,95.0,5.0,aligned,1.5,19.8,99.5,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:10:44.436980+00:00,stamping_press_001,2805.2,8.0,90.0,0.59,858.0,0.6,aligned,4.7,6.4,49.3,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:11:23.202284+00:00,stamping_press_001,896.5,10.6,13.1,0.95,810.0,3.5,aligned,1.3,14.7,98.8,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:11:24.993997+00:00,stamping_press_001,2183.4,2.5,51.0,0.12,934.0,5.0,aligned,2.7,4.7,60.0,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:12:06.126765+00:00,stamping_press_001,4387.0,16.5,28.0,0.37,802.0,2.0,aligned,1.5,11.5,84.7,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:12:08.622367+00:00,stamping_press_001,1263.9,13.8,67.8,0.0,1785.0,1.2,aligned,1.9,3.5,54.8,0.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:12:49.869476+00:00,stamping_press_001,4266.8,5.6,9.6,0.64,1602.0,0.9,aligned,0.2,4.2,8.5,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:13:08.274488+00:00,stamping_press_001,1735.8,16.3,57.6,0.23,1031.0,1.4,aligned,2.2,16.7,88.5,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:13:08.761010+00:00,stamping_press_001,3424.0,15.1,87.8,0.37,1546.0,0.7,aligned,4.7,16.7,5.8,2.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:13:31.137757+00:00,stamping_press_001,4022.1,11.3,28.9,0.18,1524.0,2.7,aligned,2.0,10.1,19.8,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:13:31.309613+00:00,stamping_press_001,4202.4,4.8,10.0,0.61,1779.0,2.3,aligned,3.4,18.9,69.6,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:14:13.215763+00:00,stamping_press_001,2438.8,18.0,56.5,0.86,1040.0,0.4,aligned,1.1,18.5,0.1,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:14:15.150118+00:00,stamping_press_001,341.9,11.8,35.6,0.07,1182.0,4.4,aligned,0.6,7.1,25.1,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:14:53.746858+00:00,stamping_press_001,4200.7,1.2,60.4,0.09,750.0,2.4,aligned,3.0,2.2,73.9,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:14:55.320940+00:00,stamping_press_001,1571.4,3.4,9.3,0.69,1086.0,4.7,aligned,4.6,3.2,96.3,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:15:37.098115+00:00,stamping_press_001,1003.3,19.7,13.7,0.02,1447.0,0.1,aligned,0.4,3.9,16.7,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:15:39.173744+00:00,stamping_press_001,1851.1,2.9,24.1,0.58,667.0,1.9,aligned,2.7,0.4,41.8,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:15:39.324790+00:00,stamping_press_001,124.1,4.1,46.6,0.22,786.0,2.6,aligned,3.8,15.8,72.9,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:16:18.817512+00:00,stamping_press_001,3434.9,19.1,45.9,0.69,451.0,2.5,aligned,0.6,3.7,13.8,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:16:20.804514+00:00,stamping_press_001,1467.9,2.4,21.8,0.23,523.0,2.0,aligned,4.1,2.2,10.7,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:17:01.662591+00:00,stamping_press_001,327.2,3.4,61.8,0.88,1717.0,3.4,aligned,0.0,8.9,56.5,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:17:02.290365+00:00,stamping_press_001,1790.6,6.2,60.8,0.36,1422.0,2.7,aligned,3.5,16.0,69.5,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:17:41.698615+00:00,stamping_press_001,1246.3,19.8,75.4,0.09,100.0,0.3,aligned,0.6,8.1,40.7,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:17:43.751545+00:00,stamping_press_001,2313.6,10.1,17.6,0.18,107.0,3.0,aligned,2.3,16.6,66.7,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:18:23.825907+00:00,stamping_press_001,3794.7,11.4,71.8,0.43,200.0,3.9,aligned,3.8,0.5,41.5,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:18:26.283600+00:00,stamping_press_001,3712.5,12.3,91.0,0.56,570.0,3.9,aligned,3.3,18.0,26.0,2.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:19:05.832078+00:00,stamping_press_001,372.6,18.1,63.3,0.39,76.0,0.6,aligned,3.7,18.1,44.6,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:19:07.768403+00:00,stamping_press_001,3667.1,15.7,78.2,0.21,716.0,1.7,aligned,3.1,12.2,13.1,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:19:50.326866+00:00,stamping_press_001,4461.4,11.8,31.1,0.77,243.0,3.5,aligned,3.8,13.5,17.7,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:19:51.359431+00:00,stamping_press_001,833.8,18.1,63.5,0.64,49.0,1.4,aligned,4.3,7.6,56.5,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:20:30.729316+00:00,stamping_press_001,3342.7,9.5,90.9,0.97,539.0,3.6,aligned,3.6,15.2,10.1,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:20:33.262436+00:00,stamping_press_001,4227.3,6.8,52.1,0.56,293.0,1.2,aligned,4.7,3.1,61.4,1.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:21:13.400105+00:00,stamping_press_001,1440.6,1.6,10.7,0.77,1837.0,3.5,aligned,0.7,7.2,63.4,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:21:15.520028+00:00,stamping_press_001,1167.0,13.0,92.9,0.96,1487.0,3.4,aligned,4.2,11.0,76.5,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:21:57.143897+00:00,stamping_press_001,3030.5,12.4,71.5,0.85,546.0,1.1,aligned,4.8,14.5,67.1,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:21:57.877015+00:00,stamping_press_001,1975.5,17.4,25.1,0.24,998.0,4.3,aligned,2.6,7.8,84.9,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:22:37.041749+00:00,stamping_press_001,1832.7,7.4,61.6,0.08,405.0,4.0,aligned,3.9,4.2,86.5,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:22:38.930225+00:00,stamping_press_001,779.5,18.1,86.0,0.09,601.0,4.1,aligned,4.7,15.9,90.6,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:22:39.001948+00:00,stamping_press_001,2359.9,19.9,25.5,0.94,1849.0,1.9,aligned,3.9,18.2,42.6,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:23:20.442157+00:00,stamping_press_001,2318.9,14.6,17.6,0.2,1262.0,2.2,aligned,2.9,9.7,77.6,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:23:20.526724+00:00,stamping_press_001,1447.7,4.3,8.1,0.8,1782.0,3.4,aligned,4.0,9.9,74.7,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:23:59.827352+00:00,stamping_press_001,2659.9,11.6,29.3,0.59,483.0,2.8,aligned,3.2,12.1,71.8,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:24:44.502563+00:00,stamping_press_001,444.1,13.8,17.6,0.08,1341.0,1.1,aligned,0.9,9.9,95.4,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:24:44.751654+00:00,stamping_press_001,4502.9,17.4,90.5,0.18,1592.0,2.4,aligned,2.1,10.9,62.7,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:25:25.511535+00:00,stamping_press_001,870.8,17.3,40.1,0.57,1677.0,0.0,aligned,3.0,19.4,46.7,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:25:26.351202+00:00,stamping_press_001,2100.0,19.2,97.8,0.07,285.0,2.2,aligned,3.2,11.7,24.2,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:25:28.501605+00:00,stamping_press_001,3511.3,14.2,90.4,0.73,1965.0,3.1,aligned,4.4,15.5,63.7,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:26:07.821162+00:00,stamping_press_001,803.4,9.1,95.9,0.19,844.0,1.2,aligned,1.8,10.2,44.9,0.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:26:08.913135+00:00,stamping_press_001,2334.1,16.5,33.6,0.8,1865.0,3.0,aligned,4.5,4.2,43.2,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:26:48.883046+00:00,stamping_press_001,1426.0,2.5,79.5,0.55,728.0,3.7,aligned,1.6,6.4,81.1,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:26:51.111593+00:00,stamping_press_001,4300.8,4.3,52.6,0.41,1382.0,2.3,aligned,0.1,10.3,6.4,1.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:27:31.136883+00:00,stamping_press_001,2036.4,2.9,9.0,0.77,1025.0,1.5,aligned,4.5,11.9,35.0,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:27:33.353152+00:00,stamping_press_001,2259.3,9.3,5.5,0.45,1833.0,2.5,aligned,0.1,4.7,38.1,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:28:14.902958+00:00,stamping_press_001,1325.8,1.4,88.7,0.65,314.0,4.2,aligned,3.4,1.8,1.1,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:28:16.800554+00:00,stamping_press_001,3460.5,2.3,32.5,0.52,109.0,4.4,aligned,2.5,5.0,1.1,1.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:28:53.955518+00:00,stamping_press_001,746.0,7.6,85.5,0.38,1709.0,4.2,aligned,3.2,8.4,37.6,0.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:28:57.059356+00:00,stamping_press_001,1892.6,0.2,96.6,0.04,1199.0,0.1,aligned,2.4,9.6,66.4,0.1
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:29:37.130664+00:00,stamping_press_001,4988.3,5.2,50.4,0.08,1655.0,0.9,aligned,2.2,3.0,7.4,0.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:29:39.423233+00:00,stamping_press_001,367.1,7.2,33.7,0.4,1941.0,4.9,aligned,4.3,7.7,26.9,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:30:19.740312+00:00,stamping_press_001,3276.5,3.0,28.6,0.24,210.0,2.7,aligned,1.9,14.3,83.1,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:30:22.060753+00:00,stamping_press_001,2694.0,10.4,74.5,0.59,257.0,0.4,aligned,3.8,18.7,18.6,0.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:31:04.907803+00:00,stamping_press_001,255.7,6.2,73.3,0.31,1082.0,4.5,aligned,2.2,11.8,14.0,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:31:43.045545+00:00,stamping_press_001,1952.3,4.8,37.8,0.7,484.0,2.9,aligned,3.7,1.5,96.8,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:31:44.573264+00:00,stamping_press_001,3169.8,1.1,13.8,0.16,1829.0,0.1,aligned,0.2,2.6,69.2,0.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:32:26.707235+00:00,stamping_press_001,4553.0,8.1,0.6,0.52,1404.0,4.7,aligned,2.9,5.6,27.9,0.7
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:32:27.458080+00:00,stamping_press_001,2521.1,15.4,97.2,0.02,1667.0,1.4,aligned,3.5,8.9,51.5,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:33:07.450367+00:00,stamping_press_001,288.8,11.7,27.9,0.02,849.0,0.4,aligned,5.0,10.3,68.3,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:33:08.513706+00:00,stamping_press_001,2638.4,12.9,65.4,0.6,1423.0,3.9,aligned,0.4,7.7,26.9,1.4
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:33:49.380590+00:00,stamping_press_001,472.5,17.0,11.8,0.48,605.0,2.2,aligned,2.9,12.7,51.7,0.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:33:51.200838+00:00,stamping_press_001,3739.2,6.1,34.0,0.26,440.0,4.5,aligned,2.3,9.3,98.0,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:34:34.037388+00:00,stamping_press_001,4894.2,0.2,28.4,0.49,1812.0,1.8,aligned,0.0,18.1,50.3,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:34:34.724441+00:00,stamping_press_001,4652.5,16.2,54.0,0.36,1710.0,0.4,aligned,3.4,12.1,45.4,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:35:12.511994+00:00,stamping_press_001,1459.7,4.1,91.8,0.46,288.0,0.1,aligned,1.0,16.8,60.4,0.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:35:14.515986+00:00,stamping_press_001,2772.0,6.6,21.9,0.82,1940.0,4.5,aligned,4.4,1.2,96.5,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:35:56.443524+00:00,stamping_press_001,4712.6,3.3,70.4,0.1,329.0,1.3,aligned,4.2,13.6,37.4,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:35:58.322232+00:00,stamping_press_001,2708.3,15.7,6.4,0.4,642.0,2.4,aligned,2.7,13.8,33.7,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:36:39.813807+00:00,stamping_press_001,4837.8,5.9,34.6,0.08,170.0,1.1,aligned,4.7,18.5,94.2,0.8
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:36:40.301423+00:00,stamping_press_001,561.3,2.4,21.5,0.59,840.0,0.5,aligned,0.3,16.2,5.1,0.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:36:40.571706+00:00,stamping_press_001,911.6,1.2,24.0,0.83,693.0,3.5,aligned,0.1,15.0,6.6,1.0
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:37:19.906347+00:00,stamping_press_001,277.4,7.7,81.0,0.06,438.0,4.1,aligned,3.2,5.5,91.5,1.6
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:38:02.383518+00:00,stamping_press_001,2233.8,13.1,55.9,0.85,1453.0,0.6,aligned,3.2,5.2,74.2,1.9
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:38:02.679886+00:00,stamping_press_001,905.8,12.0,61.2,0.58,1391.0,4.1,aligned,3.0,16.5,31.1,0.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:38:03.870527+00:00,stamping_press_001,3088.2,15.1,45.9,0.03,799.0,2.2,aligned,2.9,17.4,82.3,1.5
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:38:54.453814+00:00,stamping_press_001,1726.9,11.0,59.8,0.11,97.0,0.4,aligned,2.0,19.0,30.6,1.3
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:38:54.845240+00:00,stamping_press_001,3012.4,6.9,98.1,0.92,960.0,2.9,aligned,2.7,9.8,14.3,1.2
STAMPING - stamping_press_001,STAMPING,stamping_press_001,2024-10-19 19:40:08.829012+00:00,stamping_press_001,4331.3,4.9,16.7,0.03,511.0,1.6,aligned,1.8,1.0,0.9,0.8
