Machine,Type,Machine ID,Timestamp,machine_id,vibration_level,power_consumption,weld_temperature,weld_current,weld_voltage,weld_time,pressure_applied,wire_feed_rate,gas_flow_rate,weld_strength_estimate,x,y,z
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:08:32.394595+00:00,welding_robot_006,0.12,1.2,1339.7,131.7,33.6,856.0,328.4,7.1,13.6,1582.6,25.2,125.9,101.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:08:35.087866+00:00,welding_robot_006,0.09,3.1,922.0,159.2,36.3,980.0,1966.9,9.8,29.2,4555.6,59.0,154.8,79.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:08:37.361984+00:00,welding_robot_006,0.47,1.2,409.6,296.7,45.3,515.0,991.9,4.7,16.8,3084.4,174.9,47.3,54.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:08:38.848570+00:00,welding_robot_006,0.12,4.6,640.5,80.5,4.5,932.0,1151.8,1.3,43.1,1981.2,156.2,150.2,87.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:09:18.818176+00:00,welding_robot_006,0.46,3.3,1725.6,202.3,20.4,801.0,851.6,5.9,36.9,1134.7,49.0,55.7,106.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:09:20.853734+00:00,welding_robot_006,0.96,3.8,508.9,146.5,35.6,43.0,878.5,2.6,5.4,328.5,175.6,71.6,71.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:10:00.168880+00:00,welding_robot_006,0.27,0.0,1885.9,287.2,26.5,534.0,1282.0,0.8,36.6,3329.7,13.0,93.4,83.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:10:00.899236+00:00,welding_robot_006,0.77,2.1,1045.7,235.4,35.8,302.0,1242.7,1.1,38.8,4947.8,136.8,138.8,115.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:10:44.505995+00:00,welding_robot_006,0.09,6.2,396.1,265.5,11.4,188.0,741.9,6.0,49.2,2612.0,41.5,166.0,75.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:10:44.843810+00:00,welding_robot_006,0.88,1.1,1695.5,30.1,34.4,721.0,1662.7,1.5,22.3,1152.0,172.5,181.9,193.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:11:23.805872+00:00,welding_robot_006,0.58,8.4,488.1,136.5,8.5,687.0,1593.9,3.1,7.3,757.5,179.0,198.1,137.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:11:26.575601+00:00,welding_robot_006,0.65,1.9,1508.3,19.7,33.6,532.0,707.6,3.2,2.9,1879.5,82.4,111.7,154.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:12:08.907193+00:00,welding_robot_006,0.11,3.9,1157.4,170.8,18.0,40.0,1870.6,5.3,6.8,4909.3,173.1,112.0,131.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:12:09.482863+00:00,welding_robot_006,0.76,3.6,817.3,156.6,28.0,256.0,1247.5,6.1,35.9,4744.0,82.5,51.3,44.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:12:49.294019+00:00,welding_robot_006,0.1,7.9,667.4,185.7,35.1,852.0,1322.3,0.9,36.8,356.7,95.5,127.0,81.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:12:50.583524+00:00,welding_robot_006,0.54,9.2,520.8,109.3,14.5,271.0,1716.4,1.9,39.9,3811.3,74.7,122.8,9.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:13:31.969515+00:00,welding_robot_006,0.09,9.7,1590.3,122.5,0.8,916.0,1486.0,8.3,48.1,4216.8,20.0,145.4,77.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:13:33.406038+00:00,welding_robot_006,0.27,1.0,136.2,91.9,29.3,624.0,1134.1,6.1,19.4,2787.6,153.3,189.0,163.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:13:33.733122+00:00,welding_robot_006,0.69,0.7,317.0,194.0,28.0,134.0,1696.4,7.4,23.4,1490.8,128.9,123.7,28.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:14:11.577551+00:00,welding_robot_006,0.44,0.4,400.0,173.8,37.8,351.0,426.4,4.0,49.0,2451.3,123.5,26.4,81.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:14:15.660160+00:00,welding_robot_006,0.67,7.4,743.9,111.1,11.1,397.0,1752.9,9.8,49.4,2602.9,26.0,82.9,40.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:14:56.404825+00:00,welding_robot_006,0.48,9.0,392.2,118.4,25.9,73.0,373.2,0.4,0.6,496.1,41.7,109.9,172.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:14:56.994332+00:00,welding_robot_006,0.54,8.7,858.8,36.2,6.9,924.0,1705.9,3.7,2.0,1608.0,23.3,135.7,40.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:15:35.633329+00:00,welding_robot_006,0.42,4.9,84.4,195.9,18.0,79.0,1047.3,4.3,3.2,1524.0,90.1,169.6,133.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:16:19.205123+00:00,welding_robot_006,0.36,1.1,318.9,249.1,37.4,650.0,1347.1,2.0,24.5,1932.6,34.4,68.7,101.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:16:19.407379+00:00,welding_robot_006,0.22,3.6,1017.2,221.4,42.2,281.0,755.1,7.6,29.8,2385.1,30.2,63.8,102.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:16:21.046298+00:00,welding_robot_006,0.63,7.4,1314.4,82.0,1.7,672.0,1474.9,5.2,32.3,695.0,67.0,155.3,10.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:17:00.638214+00:00,welding_robot_006,0.19,1.2,1625.5,41.9,29.5,521.0,1715.3,9.2,13.1,3752.4,168.7,106.8,21.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:17:01.137392+00:00,welding_robot_006,0.26,4.0,1180.9,21.5,21.3,387.0,991.7,7.5,0.6,4379.4,120.5,197.4,99.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:17:43.255199+00:00,welding_robot_006,0.58,2.9,1390.9,161.5,13.7,210.0,119.5,3.7,41.5,2712.4,36.5,12.2,143.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:17:44.969542+00:00,welding_robot_006,0.96,5.0,1515.4,12.2,28.2,673.0,1854.7,8.2,27.9,51.3,78.6,193.5,64.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:18:23.688274+00:00,welding_robot_006,0.61,7.3,205.9,248.8,12.0,309.0,36.3,8.6,26.0,888.5,47.4,34.5,7.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:18:25.274581+00:00,welding_robot_006,0.75,9.8,1928.3,182.0,32.5,154.0,451.5,3.3,12.8,4596.0,4.3,78.3,85.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:19:07.067469+00:00,welding_robot_006,0.58,2.3,1712.3,294.8,10.7,235.0,1496.6,5.2,24.6,2072.8,156.6,158.4,147.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:19:08.788810+00:00,welding_robot_006,0.23,4.7,1157.8,54.7,24.0,948.0,1348.8,2.7,23.1,456.3,179.8,103.6,106.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:19:48.893945+00:00,welding_robot_006,0.14,7.2,833.6,52.2,49.3,684.0,1970.9,9.0,16.3,1394.1,191.1,29.0,154.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:19:49.586413+00:00,welding_robot_006,0.67,9.3,1259.2,270.5,44.9,508.0,772.1,4.6,21.2,1272.6,58.8,52.0,72.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:20:31.579663+00:00,welding_robot_006,0.81,1.2,1687.4,270.7,14.2,444.0,572.4,7.3,23.4,4843.9,148.1,89.0,143.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:20:32.945723+00:00,welding_robot_006,0.95,2.0,1431.1,244.2,43.0,387.0,776.6,8.7,6.2,2278.1,80.6,179.1,138.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:21:11.765339+00:00,welding_robot_006,0.14,3.8,624.2,283.5,11.9,237.0,1139.5,6.8,48.5,2103.9,61.2,129.0,166.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:21:15.899337+00:00,welding_robot_006,0.09,2.8,1529.3,299.5,18.5,127.0,164.2,7.3,39.6,4164.8,106.3,101.9,195.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:21:56.966308+00:00,welding_robot_006,0.94,4.9,2.3,133.7,13.4,216.0,1473.4,6.0,38.1,1055.0,27.4,101.7,186.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:21:57.683124+00:00,welding_robot_006,0.04,6.6,839.1,298.7,37.3,484.0,1687.1,8.9,22.3,584.6,176.3,125.3,138.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:22:37.309149+00:00,welding_robot_006,0.82,1.4,483.8,67.3,34.2,254.0,751.5,2.7,32.6,3151.5,141.6,120.0,49.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:22:38.475132+00:00,welding_robot_006,0.39,7.1,88.4,120.0,30.5,141.0,1364.9,6.5,14.9,2090.4,16.6,131.8,59.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:23:19.210150+00:00,welding_robot_006,0.77,6.3,1279.3,131.6,12.4,73.0,1088.9,8.0,6.2,3775.8,137.2,108.5,156.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:23:19.943673+00:00,welding_robot_006,0.53,4.2,570.7,112.7,13.0,449.0,466.6,5.0,25.0,4186.6,136.0,101.5,50.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:23:21.107369+00:00,welding_robot_006,0.2,5.3,623.1,240.9,31.0,52.0,757.6,8.4,48.8,1635.7,94.9,89.2,37.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:24:03.422285+00:00,welding_robot_006,0.14,2.4,562.5,91.8,46.9,750.0,1000.7,0.3,44.7,2963.7,19.3,6.3,127.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:24:44.150738+00:00,welding_robot_006,0.29,9.5,1132.9,20.0,23.4,391.0,437.0,7.5,32.2,3104.9,167.0,78.4,93.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:25:23.867801+00:00,welding_robot_006,0.7,3.4,1288.6,112.9,8.3,284.0,194.9,8.5,0.4,606.1,61.7,124.7,116.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:25:27.174800+00:00,welding_robot_006,0.58,5.8,1626.3,207.5,21.8,539.0,509.3,7.7,42.5,2522.8,155.4,79.1,94.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:26:05.885231+00:00,welding_robot_006,0.47,2.6,533.0,46.2,13.3,164.0,1389.1,5.6,28.2,2580.0,177.7,128.1,23.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:26:09.409100+00:00,welding_robot_006,0.95,2.7,1713.2,29.2,20.7,631.0,795.9,2.4,5.3,1714.4,124.3,4.7,66.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:26:10.002558+00:00,welding_robot_006,0.94,6.9,311.9,242.7,29.1,8.0,1970.8,7.3,24.8,1751.5,82.7,157.3,13.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:26:49.599850+00:00,welding_robot_006,0.59,7.0,1510.4,48.8,24.6,100.0,1638.1,7.8,22.1,4540.5,100.6,8.9,39.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:26:51.284134+00:00,welding_robot_006,0.46,3.0,370.2,190.7,36.1,289.0,1682.1,2.5,20.1,4257.1,157.1,81.6,58.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:27:32.674784+00:00,welding_robot_006,0.94,5.9,1290.3,0.5,23.3,833.0,257.0,3.9,33.6,278.3,154.9,107.7,19.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:27:32.944024+00:00,welding_robot_006,0.27,6.2,1316.1,34.0,46.4,77.0,456.0,7.5,32.7,2005.2,124.0,48.5,157.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:28:12.961335+00:00,welding_robot_006,0.09,2.3,390.4,108.1,27.3,847.0,671.9,8.3,33.3,1286.3,130.2,196.7,134.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:28:16.364299+00:00,welding_robot_006,0.45,9.7,1870.2,202.5,25.7,133.0,546.2,2.3,15.3,1659.2,14.4,106.8,112.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:28:55.878087+00:00,welding_robot_006,0.88,3.4,1662.3,204.2,34.3,10.0,82.3,10.0,7.8,4102.6,169.3,25.9,69.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:28:57.776462+00:00,welding_robot_006,0.97,1.3,254.7,287.9,37.4,354.0,56.7,2.0,35.7,4921.8,188.1,135.0,170.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:29:38.151829+00:00,welding_robot_006,0.82,9.1,727.9,279.3,9.3,150.0,1282.7,5.8,18.0,4586.5,75.3,115.3,162.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:29:40.296886+00:00,welding_robot_006,0.65,9.9,1004.5,101.5,15.2,397.0,1183.0,6.2,27.7,435.4,53.9,138.1,0.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:30:19.300196+00:00,welding_robot_006,0.74,7.4,1304.5,287.5,9.5,902.0,706.2,0.2,6.5,766.9,42.4,101.8,28.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:30:21.266344+00:00,welding_robot_006,0.46,9.5,1301.6,283.1,19.9,398.0,399.5,3.1,1.7,2212.3,149.8,65.8,20.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:31:00.066418+00:00,welding_robot_006,0.07,1.4,714.6,111.6,28.0,493.0,1232.8,4.2,15.4,4749.9,53.4,155.6,25.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:31:02.081796+00:00,welding_robot_006,0.08,8.3,600.8,92.1,47.9,625.0,678.4,7.1,22.7,1888.1,118.6,137.6,81.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:31:04.566115+00:00,welding_robot_006,0.99,9.1,1472.9,176.9,6.8,866.0,1.0,10.0,19.2,1919.1,60.1,148.6,102.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:31:44.103246+00:00,welding_robot_006,0.35,5.3,169.0,88.9,48.3,235.0,1964.0,3.9,29.9,4285.5,25.5,185.3,108.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:31:44.847256+00:00,welding_robot_006,0.55,2.3,1853.7,146.0,30.9,320.0,1833.9,1.5,19.3,3360.9,107.8,61.1,10.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:32:24.126288+00:00,welding_robot_006,0.44,0.3,1914.9,156.3,33.0,272.0,375.4,8.6,1.6,4080.2,1.0,21.3,60.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:32:25.586476+00:00,welding_robot_006,0.22,3.3,903.8,6.1,4.1,169.0,1309.6,5.9,23.7,1473.6,95.7,26.0,177.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:33:07.866962+00:00,welding_robot_006,0.98,5.3,1728.1,149.0,14.4,818.0,90.5,9.2,37.7,2217.1,73.3,26.6,189.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:33:09.302757+00:00,welding_robot_006,0.75,0.8,1377.6,271.1,29.5,366.0,969.8,6.3,19.6,3892.3,178.0,148.0,52.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:33:50.418557+00:00,welding_robot_006,0.72,5.0,1068.5,235.3,31.6,363.0,1526.3,3.0,2.3,4632.7,195.4,58.6,30.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:33:51.489293+00:00,welding_robot_006,0.2,9.8,1207.9,146.7,29.0,285.0,141.6,8.9,28.0,2114.1,185.6,18.3,68.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:34:30.443944+00:00,welding_robot_006,0.31,9.7,1601.9,285.4,4.1,748.0,1215.5,7.5,49.2,3952.5,163.1,179.8,131.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:34:33.826165+00:00,welding_robot_006,0.08,9.7,1348.1,162.8,25.8,250.0,871.1,6.4,21.4,2608.8,23.4,79.0,45.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:35:14.729152+00:00,welding_robot_006,0.79,1.6,1546.5,98.8,41.0,475.0,1384.4,7.3,6.1,1789.4,117.8,74.7,20.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:35:15.904224+00:00,welding_robot_006,0.42,8.1,1996.3,61.6,4.6,455.0,6.7,3.8,13.0,2324.6,99.6,37.2,190.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:35:55.543282+00:00,welding_robot_006,0.93,7.4,378.9,143.6,14.2,163.0,690.4,6.9,34.4,738.3,5.8,178.8,182.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:35:56.906353+00:00,welding_robot_006,0.63,4.8,127.3,157.0,19.6,709.0,102.4,3.9,0.6,4442.2,67.3,79.4,167.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:36:37.730380+00:00,welding_robot_006,0.32,0.7,1022.9,272.9,33.9,479.0,580.5,3.2,31.2,4118.5,172.2,173.8,196.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:36:39.190768+00:00,welding_robot_006,0.92,1.8,1943.9,115.8,43.7,122.0,703.8,8.0,26.5,894.3,109.5,115.3,76.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:37:19.792905+00:00,welding_robot_006,0.45,5.0,372.0,296.3,39.9,520.0,137.5,2.7,21.4,344.7,142.2,20.9,129.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:37:20.369174+00:00,welding_robot_006,0.28,2.9,1646.4,166.2,48.9,270.0,374.3,2.0,38.3,2096.3,65.6,92.6,97.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:37:21.653650+00:00,welding_robot_006,0.36,5.3,1346.5,50.6,45.3,18.0,1029.7,1.4,26.2,686.2,16.8,150.0,168.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:38:01.727490+00:00,welding_robot_006,0.21,8.2,435.5,129.1,33.3,778.0,1668.4,9.5,31.5,2120.8,155.7,136.0,96.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:38:53.929577+00:00,welding_robot_006,0.24,9.2,1286.9,109.9,42.1,390.0,1645.8,4.1,23.7,2573.0,80.0,7.8,49.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:38:54.489659+00:00,welding_robot_006,0.69,6.7,1430.3,95.3,49.6,904.0,1346.2,5.0,10.8,797.0,180.0,118.5,131.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:38:54.452277+00:00,welding_robot_006,0.33,4.3,1612.8,263.3,35.5,339.0,1125.6,8.2,49.2,4810.8,161.1,175.4,84.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:40:08.243842+00:00,welding_robot_006,0.04,9.4,127.1,196.0,16.0,681.0,1249.8,7.2,37.2,3895.0,30.0,52.7,23.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:42:57.092364+00:00,welding_robot_006,0.15,4.3,1684.8,182.0,32.7,834.0,427.4,2.2,28.1,1736.8,127.3,113.0,147.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:43:38.017208+00:00,welding_robot_006,0.8,6.4,1179.8,276.5,37.8,734.0,1918.8,1.7,46.1,818.3,172.8,99.8,24.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:43:39.762593+00:00,welding_robot_006,0.63,0.6,1720.2,194.9,8.2,332.0,1973.2,2.0,11.1,2311.5,10.3,53.2,147.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:43:40.493854+00:00,welding_robot_006,0.63,0.9,1979.8,214.3,9.4,603.0,11.9,6.7,2.1,3669.3,104.9,197.4,5.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:44:19.979506+00:00,welding_robot_006,0.24,7.0,10.5,94.6,42.7,559.0,258.3,3.1,13.9,2260.1,84.9,197.8,122.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:45:42.998435+00:00,welding_robot_006,0.67,0.7,721.7,39.9,49.8,879.0,985.0,3.8,5.0,4366.6,161.3,13.2,28.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:45:45.707608+00:00,welding_robot_006,0.94,9.6,1316.4,30.2,28.9,671.0,169.6,7.6,16.3,188.5,64.8,14.0,7.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:47:08.258502+00:00,welding_robot_006,0.98,1.2,1871.1,61.6,40.4,691.0,525.7,5.0,36.6,3255.6,79.9,139.5,53.7
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:47:09.552065+00:00,welding_robot_006,0.68,8.0,1511.7,88.9,37.8,871.0,637.3,6.2,37.7,4387.6,30.3,29.8,77.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:48:33.793051+00:00,welding_robot_006,0.53,7.1,1848.2,16.2,44.9,726.0,1649.1,7.6,38.9,1654.5,121.7,164.7,181.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:48:35.074297+00:00,welding_robot_006,0.57,1.5,1257.7,262.7,39.1,783.0,1009.8,5.0,1.2,3795.0,1.8,1.2,95.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:49:13.144487+00:00,welding_robot_006,0.96,4.8,929.1,48.7,23.0,517.0,871.3,5.9,14.0,2219.7,143.9,160.2,177.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:49:17.207179+00:00,welding_robot_006,0.79,6.9,453.9,197.7,3.4,1.0,151.8,7.3,48.6,3589.8,82.9,35.5,19.8
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:49:17.765115+00:00,welding_robot_006,0.79,3.7,1386.7,42.4,45.0,905.0,1331.6,8.4,45.6,3174.7,152.2,97.6,82.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:49:55.166812+00:00,welding_robot_006,0.37,9.4,1266.9,151.7,13.4,524.0,375.8,7.4,2.8,1077.2,50.1,1.3,199.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:50:37.186115+00:00,welding_robot_006,0.08,4.5,80.2,117.7,38.3,726.0,1077.5,8.0,18.2,1906.1,13.5,148.4,193.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:50:41.778409+00:00,welding_robot_006,0.04,1.6,1977.2,188.6,38.8,376.0,880.9,0.4,4.6,2163.2,166.4,21.2,0.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:51:21.673040+00:00,welding_robot_006,0.02,0.1,1342.3,7.7,26.0,49.0,817.0,3.2,39.7,3329.3,10.0,130.7,122.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:51:22.349994+00:00,welding_robot_006,0.04,0.5,299.0,13.1,11.7,99.0,245.6,4.1,41.5,3253.7,56.7,8.6,183.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:51:23.448042+00:00,welding_robot_006,0.11,3.6,840.9,181.0,5.3,875.0,54.0,0.6,39.0,2767.9,111.7,190.2,121.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:52:04.682673+00:00,welding_robot_006,0.21,0.2,1235.4,21.1,31.0,284.0,1382.4,0.2,44.7,3244.9,172.6,160.2,7.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:52:05.268789+00:00,welding_robot_006,0.85,6.9,281.7,138.2,20.0,988.0,712.4,7.8,9.8,4460.4,0.2,46.9,100.6
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:52:45.180156+00:00,welding_robot_006,0.88,1.8,825.0,267.8,5.8,747.0,842.9,8.8,25.3,3892.2,153.0,194.5,90.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:52:46.018017+00:00,welding_robot_006,0.23,6.3,77.9,290.2,19.6,380.0,978.5,0.2,5.5,2716.3,104.2,37.9,107.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:53:25.694820+00:00,welding_robot_006,0.82,3.9,1477.6,292.8,25.4,570.0,119.9,10.0,7.8,2390.3,176.9,59.1,148.4
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:54:10.861504+00:00,welding_robot_006,0.35,6.6,533.6,52.1,11.1,893.0,1010.1,2.2,8.4,1567.1,184.0,33.9,163.3
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:54:11.201987+00:00,welding_robot_006,0.51,1.5,1070.7,297.6,35.8,971.0,1762.4,7.5,14.7,1313.8,22.1,186.4,127.9
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:54:51.184929+00:00,welding_robot_006,0.91,8.0,1074.3,276.2,5.3,605.0,449.7,2.0,8.7,3576.6,112.4,4.4,5.2
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:54:51.389197+00:00,welding_robot_006,0.9,4.9,1193.8,172.6,31.2,899.0,1229.7,1.8,8.9,3104.8,43.8,81.0,138.1
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:55:33.404840+00:00,welding_robot_006,0.87,1.2,641.1,15.8,46.4,737.0,1348.1,2.6,27.0,1315.5,116.7,198.7,159.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:55:35.898644+00:00,welding_robot_006,1.0,9.4,1185.8,148.6,14.7,774.0,1073.6,8.2,26.0,4555.8,56.6,121.2,66.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:56:15.576623+00:00,welding_robot_006,0.51,1.2,1796.9,49.3,28.5,38.0,1408.9,8.9,26.5,3510.9,121.5,103.2,163.5
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:56:16.380159+00:00,welding_robot_006,0.64,8.5,159.4,143.7,40.1,524.0,1648.1,0.9,3.1,4888.8,104.8,143.7,162.0
WELDING - welding_robot_006,WELDING,welding_robot_006,2024-10-19 19:56:56.799445+00:00,welding_robot_006,0.39,8.3,1607.8,68.1,22.3,194.0,985.6,1.3,6.5,4176.5,193.4,39.8,127.1
