Machine,Type,Machine ID,Timestamp,machine_id,temperature,vibration_level,battery_level,load_weight,speed,distance_traveled,obstacle_detection,navigation_status,wheel_rotation_speed,x,y,z
AGV - agv_003,AGV,agv_003,2024-10-19 10:50:41.575480+00:00,agv_003,47.5,0.06,60.1,48.3,3.0,1770.9,yes,en_route,113.2,107.3,136.3,100.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:51:01.671720+00:00,agv_003,23.6,0.3,43.5,519.7,0.1,624.5,yes,rerouting,395.8,43.0,41.7,198.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:51:21.602390+00:00,agv_003,18.5,0.27,54.2,501.9,3.1,294.9,no,en_route,161.3,190.7,24.0,112.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:51:41.832162+00:00,agv_003,38.1,0.29,33.8,797.1,0.8,1204.9,no,waiting,19.3,117.0,85.7,85.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:52:01.821015+00:00,agv_003,0.7,0.06,82.1,48.6,3.9,421.7,yes,en_route,195.3,6.9,11.1,60.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:52:21.759510+00:00,agv_003,29.2,0.03,0.1,1049.7,2.2,1498.0,yes,en_route,268.2,7.1,5.4,70.8
AGV - agv_003,AGV,agv_003,2024-10-19 10:52:41.620917+00:00,agv_003,5.3,0.13,90.1,646.3,1.1,385.7,no,waiting,497.8,51.1,23.9,144.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:53:02.086546+00:00,agv_003,12.1,0.42,92.5,609.8,4.0,1909.0,no,rerouting,205.7,111.2,93.3,10.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:53:41.323333+00:00,agv_003,17.6,0.48,7.6,877.2,4.1,446.2,no,waiting,443.8,116.6,90.8,31.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:54:01.732797+00:00,agv_003,34.8,0.5,20.9,1463.1,1.6,1622.5,yes,rerouting,287.0,157.5,105.7,41.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:54:21.943527+00:00,agv_003,46.3,0.05,55.4,1209.6,2.1,81.2,yes,rerouting,163.2,106.7,62.8,182.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:54:41.840024+00:00,agv_003,26.0,0.0,13.9,639.5,0.2,752.3,no,waiting,24.5,46.6,54.9,163.7
AGV - agv_003,AGV,agv_003,2024-10-19 10:55:00.749295+00:00,agv_003,39.7,0.03,69.3,291.6,3.4,801.3,no,rerouting,77.3,50.9,176.4,154.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:55:20.813476+00:00,agv_003,8.0,0.06,68.1,319.5,0.8,923.0,yes,waiting,407.4,62.2,103.2,0.9
AGV - agv_003,AGV,agv_003,2024-10-19 10:55:40.879322+00:00,agv_003,25.7,0.43,19.1,896.4,0.7,792.7,yes,waiting,252.0,58.8,133.4,41.1
AGV - agv_003,AGV,agv_003,2024-10-19 10:56:00.981116+00:00,agv_003,29.0,0.26,66.8,106.5,4.0,1847.0,no,waiting,438.2,110.5,58.2,150.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:56:20.845050+00:00,agv_003,10.6,0.31,91.2,334.9,1.8,307.1,no,en_route,172.2,29.5,123.7,38.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:56:40.872355+00:00,agv_003,9.7,0.37,22.3,1076.6,4.0,509.7,no,waiting,160.0,176.7,58.3,15.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:57:00.932127+00:00,agv_003,29.8,0.05,65.8,949.6,3.4,38.8,no,waiting,22.0,154.4,70.5,187.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:57:20.953872+00:00,agv_003,13.2,0.25,79.5,233.7,2.9,1815.0,yes,rerouting,58.2,114.7,160.0,157.5
AGV - agv_003,AGV,agv_003,2024-10-19 10:57:40.918846+00:00,agv_003,11.0,0.08,85.9,782.6,0.9,1960.5,yes,waiting,337.9,12.7,128.4,156.6
AGV - agv_003,AGV,agv_003,2024-10-19 10:58:00.947795+00:00,agv_003,44.9,0.25,30.1,1248.4,0.5,546.6,no,waiting,160.3,26.8,184.9,71.2
AGV - agv_003,AGV,agv_003,2024-10-19 10:58:20.641110+00:00,agv_003,2.6,0.15,34.3,881.8,0.0,1409.9,no,en_route,129.1,148.6,132.4,153.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:58:41.047983+00:00,agv_003,16.9,0.23,69.4,969.7,3.4,1284.9,yes,en_route,36.6,64.1,98.2,37.3
AGV - agv_003,AGV,agv_003,2024-10-19 10:59:01.110265+00:00,agv_003,16.1,0.12,95.5,304.8,4.7,839.6,yes,waiting,103.9,169.0,53.4,52.0
AGV - agv_003,AGV,agv_003,2024-10-19 10:59:21.183692+00:00,agv_003,26.9,0.25,89.9,633.2,3.4,468.2,no,rerouting,266.7,69.9,138.9,49.4
AGV - agv_003,AGV,agv_003,2024-10-19 10:59:41.119962+00:00,agv_003,9.0,0.35,26.2,697.8,5.0,997.9,no,waiting,42.3,174.7,52.0,135.8
AGV - agv_003,AGV,agv_003,2024-10-19 11:00:01.384588+00:00,agv_003,6.7,0.23,32.3,1151.2,0.1,1655.2,no,en_route,286.6,168.1,92.1,115.1
AGV - agv_003,AGV,agv_003,2024-10-19 11:00:21.278048+00:00,agv_003,9.7,0.29,80.5,1463.3,3.9,655.0,no,rerouting,53.8,13.8,30.8,66.1
AGV - agv_003,AGV,agv_003,2024-10-19 11:00:41.556167+00:00,agv_003,19.6,0.38,12.2,677.9,0.6,975.7,yes,waiting,197.9,74.0,55.7,24.2
AGV - agv_003,AGV,agv_003,2024-10-19 11:01:01.630279+00:00,agv_003,36.2,0.37,14.9,592.0,4.4,1591.0,yes,en_route,112.3,157.0,10.6,120.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:01:21.381833+00:00,agv_003,5.1,0.04,55.3,593.1,4.4,1781.9,no,rerouting,305.8,37.8,155.4,190.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:01:41.496336+00:00,agv_003,48.5,0.29,50.3,559.7,4.6,503.4,no,rerouting,251.7,149.4,35.6,81.4
AGV - agv_003,AGV,agv_003,2024-10-19 11:02:01.679765+00:00,agv_003,22.7,0.36,7.7,768.4,3.2,278.4,no,waiting,180.5,166.8,54.9,12.4
AGV - agv_003,AGV,agv_003,2024-10-19 11:02:21.281035+00:00,agv_003,23.8,0.03,19.1,1031.4,4.5,1403.5,yes,en_route,379.4,190.3,158.7,9.1
AGV - agv_003,AGV,agv_003,2024-10-19 11:02:41.587647+00:00,agv_003,29.1,0.08,70.3,796.8,2.8,1870.5,yes,waiting,49.1,34.8,91.6,51.1
AGV - agv_003,AGV,agv_003,2024-10-19 11:03:01.397016+00:00,agv_003,47.7,0.45,72.2,207.5,4.2,808.0,yes,en_route,9.3,187.8,79.7,82.8
AGV - agv_003,AGV,agv_003,2024-10-19 11:03:20.984257+00:00,agv_003,24.6,0.29,0.6,784.7,0.8,1131.6,yes,rerouting,162.6,118.3,182.7,71.8
AGV - agv_003,AGV,agv_003,2024-10-19 11:03:41.386064+00:00,agv_003,36.6,0.24,58.4,287.3,4.1,1142.6,yes,en_route,357.2,112.1,133.1,154.3
AGV - agv_003,AGV,agv_003,2024-10-19 11:04:01.575435+00:00,agv_003,1.7,0.37,65.8,1366.8,0.9,1400.1,yes,rerouting,202.0,132.2,119.6,18.4
AGV - agv_003,AGV,agv_003,2024-10-19 11:04:21.476497+00:00,agv_003,31.7,0.14,16.7,1175.7,4.3,44.4,no,rerouting,62.0,58.2,72.5,90.7
AGV - agv_003,AGV,agv_003,2024-10-19 11:04:41.399072+00:00,agv_003,11.9,0.46,83.6,94.2,3.5,1654.5,yes,en_route,428.9,26.7,21.6,92.2
AGV - agv_003,AGV,agv_003,2024-10-19 11:05:01.505044+00:00,agv_003,49.0,0.15,2.6,1321.9,2.6,1219.8,yes,rerouting,307.2,78.8,55.6,53.2
AGV - agv_003,AGV,agv_003,2024-10-19 11:05:21.706021+00:00,agv_003,26.1,0.05,73.6,1307.7,2.1,790.0,no,en_route,402.6,0.6,43.4,31.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:05:41.532675+00:00,agv_003,4.0,0.11,70.8,225.7,3.4,1522.6,yes,waiting,258.8,92.7,188.6,127.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:06:02.856798+00:00,agv_003,43.8,0.01,71.9,858.1,0.5,22.2,no,waiting,488.1,84.8,90.2,141.2
AGV - agv_003,AGV,agv_003,2024-10-19 11:06:21.566598+00:00,agv_003,39.2,0.43,49.8,431.2,4.6,218.3,yes,rerouting,464.0,35.1,198.8,72.1
AGV - agv_003,AGV,agv_003,2024-10-19 11:06:41.639333+00:00,agv_003,9.6,0.23,44.0,623.3,3.8,1795.3,yes,rerouting,294.4,6.2,174.6,73.3
AGV - agv_003,AGV,agv_003,2024-10-19 11:07:01.541798+00:00,agv_003,20.9,0.07,4.8,172.4,2.1,1915.3,no,waiting,44.9,173.7,28.0,63.0
AGV - agv_003,AGV,agv_003,2024-10-19 11:07:21.827928+00:00,agv_003,10.8,0.09,7.1,1112.1,2.0,1303.8,no,waiting,6.1,62.6,10.4,199.3
AGV - agv_003,AGV,agv_003,2024-10-19 11:07:41.609773+00:00,agv_003,15.1,0.0,43.4,1434.0,2.8,776.1,yes,waiting,254.2,11.0,140.1,184.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:08:01.633240+00:00,agv_003,7.8,0.16,96.6,792.0,2.5,9.9,no,waiting,54.0,176.7,154.9,76.3
AGV - agv_003,AGV,agv_003,2024-10-19 11:08:21.671153+00:00,agv_003,42.7,0.19,9.4,364.3,2.1,689.6,no,waiting,246.7,7.2,15.5,104.2
AGV - agv_003,AGV,agv_003,2024-10-19 11:08:42.076409+00:00,agv_003,33.8,0.05,20.1,560.0,0.4,864.1,no,rerouting,136.1,29.1,115.7,11.2
AGV - agv_003,AGV,agv_003,2024-10-19 11:09:01.911158+00:00,agv_003,41.4,0.43,31.9,407.9,4.8,1026.1,yes,rerouting,433.6,42.8,19.1,184.4
AGV - agv_003,AGV,agv_003,2024-10-19 11:09:22.018080+00:00,agv_003,8.2,0.35,54.9,1284.9,1.3,259.8,yes,rerouting,24.9,35.9,24.1,187.4
AGV - agv_003,AGV,agv_003,2024-10-19 11:09:41.023500+00:00,agv_003,50.0,0.39,1.0,589.7,2.0,1178.4,yes,waiting,123.7,2.3,15.4,21.0
AGV - agv_003,AGV,agv_003,2024-10-19 11:10:01.032953+00:00,agv_003,16.1,0.39,4.5,150.9,4.6,6.6,yes,en_route,371.7,39.0,90.2,46.7
AGV - agv_003,AGV,agv_003,2024-10-19 11:10:21.037916+00:00,agv_003,44.5,0.12,52.4,695.6,0.5,234.8,no,rerouting,20.3,19.2,56.7,70.8
AGV - agv_003,AGV,agv_003,2024-10-19 11:10:40.800840+00:00,agv_003,46.2,0.26,47.2,504.6,4.5,1215.9,yes,waiting,352.9,107.7,121.2,24.1
AGV - agv_003,AGV,agv_003,2024-10-19 11:11:00.821025+00:00,agv_003,12.5,0.2,43.4,700.0,1.6,1926.2,yes,rerouting,64.5,74.4,23.0,45.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:11:20.896340+00:00,agv_003,22.2,0.37,74.8,1199.3,3.2,1794.8,no,waiting,65.9,85.4,155.2,16.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:11:40.892848+00:00,agv_003,29.6,0.05,16.5,1020.3,3.2,1095.0,no,rerouting,128.2,100.3,192.3,66.5
AGV - agv_003,AGV,agv_003,2024-10-19 11:12:01.402824+00:00,agv_003,12.2,0.39,91.0,1426.5,3.6,1397.3,no,rerouting,295.3,36.2,168.5,183.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:12:20.971548+00:00,agv_003,19.4,0.36,33.7,583.3,4.5,816.1,yes,waiting,334.3,80.7,30.2,153.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:12:41.127775+00:00,agv_003,7.9,0.02,61.7,1340.9,2.9,1568.7,no,rerouting,38.1,76.5,20.1,24.8
AGV - agv_003,AGV,agv_003,2024-10-19 11:13:00.992810+00:00,agv_003,44.6,0.33,20.4,1109.5,0.2,1719.6,yes,rerouting,284.0,100.3,101.2,130.4
AGV - agv_003,AGV,agv_003,2024-10-19 11:13:21.007494+00:00,agv_003,23.5,0.49,92.9,191.2,2.9,268.7,no,en_route,292.0,76.9,38.3,70.7
AGV - agv_003,AGV,agv_003,2024-10-19 11:13:41.258965+00:00,agv_003,48.1,0.35,25.8,681.5,1.5,1990.6,yes,waiting,56.6,4.7,100.3,164.7
AGV - agv_003,AGV,agv_003,2024-10-19 11:14:00.987609+00:00,agv_003,4.1,0.39,97.2,106.5,3.0,1589.0,yes,waiting,62.8,180.5,25.4,44.1
AGV - agv_003,AGV,agv_003,2024-10-19 11:14:21.029772+00:00,agv_003,33.2,0.24,65.5,1239.2,2.9,1170.9,no,rerouting,120.2,154.8,153.0,122.0
AGV - agv_003,AGV,agv_003,2024-10-19 11:14:41.094025+00:00,agv_003,49.4,0.35,87.0,232.7,4.5,1055.1,yes,en_route,473.8,115.1,3.7,136.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:15:01.116598+00:00,agv_003,30.6,0.19,8.0,1079.0,1.0,1848.9,yes,rerouting,242.9,102.2,75.2,69.5
AGV - agv_003,AGV,agv_003,2024-10-19 11:15:22.362994+00:00,agv_003,18.0,0.12,74.1,963.1,1.4,877.7,no,waiting,482.1,134.1,10.5,33.2
AGV - agv_003,AGV,agv_003,2024-10-19 11:15:41.115878+00:00,agv_003,12.1,0.39,69.7,672.5,4.3,586.5,yes,rerouting,326.3,159.4,176.5,171.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:16:01.502985+00:00,agv_003,24.2,0.33,54.7,747.7,3.6,1244.6,yes,en_route,63.8,71.5,149.7,106.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:16:21.297436+00:00,agv_003,46.5,0.04,50.7,105.1,4.3,1681.2,no,waiting,285.1,5.5,157.9,18.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:16:41.255409+00:00,agv_003,32.6,0.31,41.9,873.3,0.2,1771.0,yes,rerouting,96.9,89.9,145.8,16.5
AGV - agv_003,AGV,agv_003,2024-10-19 11:17:01.314145+00:00,agv_003,13.1,0.09,14.4,204.6,4.1,1474.3,yes,en_route,187.4,39.8,191.2,187.0
AGV - agv_003,AGV,agv_003,2024-10-19 11:17:21.380868+00:00,agv_003,47.3,0.09,99.0,189.2,1.6,502.1,yes,waiting,3.5,23.8,173.5,138.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:17:41.542024+00:00,agv_003,36.9,0.3,38.4,87.4,2.2,1142.5,no,rerouting,338.9,167.5,128.3,139.3
AGV - agv_003,AGV,agv_003,2024-10-19 11:18:01.320693+00:00,agv_003,14.5,0.14,40.6,500.8,4.9,409.1,no,rerouting,334.0,24.6,188.5,37.4
AGV - agv_003,AGV,agv_003,2024-10-19 11:18:21.590310+00:00,agv_003,9.2,0.14,28.8,951.6,2.0,564.5,no,en_route,226.2,194.9,0.5,25.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:18:41.496637+00:00,agv_003,7.6,0.08,7.4,195.7,1.3,1356.5,yes,rerouting,27.6,39.8,118.6,112.5
AGV - agv_003,AGV,agv_003,2024-10-19 11:19:01.599215+00:00,agv_003,34.7,0.05,44.6,630.3,4.4,1288.4,no,waiting,73.6,157.7,143.1,100.2
AGV - agv_003,AGV,agv_003,2024-10-19 11:19:21.516593+00:00,agv_003,41.5,0.09,40.7,1119.5,1.7,372.4,no,rerouting,42.7,123.5,120.6,48.5
AGV - agv_003,AGV,agv_003,2024-10-19 11:19:41.598285+00:00,agv_003,49.9,0.27,39.1,472.9,3.4,786.4,no,en_route,52.4,7.2,91.2,171.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:20:02.227764+00:00,agv_003,47.6,0.48,79.3,1430.4,1.4,747.9,yes,en_route,442.5,59.9,89.9,60.5
AGV - agv_003,AGV,agv_003,2024-10-19 11:20:21.546642+00:00,agv_003,27.4,0.19,61.9,1315.1,3.3,297.3,no,waiting,442.4,124.5,70.8,96.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:20:41.773254+00:00,agv_003,20.0,0.34,63.0,955.6,4.6,1294.2,yes,en_route,21.2,84.6,33.5,165.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:21:01.660647+00:00,agv_003,14.6,0.37,83.5,324.4,4.3,1266.2,yes,waiting,476.1,98.2,112.6,140.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:21:21.944456+00:00,agv_003,23.3,0.37,61.7,168.3,3.8,745.5,yes,rerouting,132.0,123.4,195.6,87.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:21:41.713133+00:00,agv_003,25.4,0.42,14.6,40.7,2.6,795.1,no,en_route,291.8,100.7,149.2,101.0
AGV - agv_003,AGV,agv_003,2024-10-19 11:22:00.820314+00:00,agv_003,22.6,0.35,61.3,1029.8,4.6,1499.9,yes,waiting,178.3,50.3,115.1,180.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:22:20.953767+00:00,agv_003,18.1,0.11,23.7,1088.6,1.5,167.0,yes,waiting,279.4,98.0,12.8,16.5
AGV - agv_003,AGV,agv_003,2024-10-19 11:22:40.913484+00:00,agv_003,16.2,0.26,70.0,305.8,2.3,1171.8,yes,waiting,80.0,63.9,54.7,157.7
AGV - agv_003,AGV,agv_003,2024-10-19 11:23:00.833580+00:00,agv_003,29.1,0.22,42.9,952.5,2.0,1277.9,no,waiting,423.1,24.1,56.5,199.1
AGV - agv_003,AGV,agv_003,2024-10-19 11:23:21.216977+00:00,agv_003,2.7,0.14,62.2,675.1,0.9,1942.9,no,rerouting,451.1,42.4,144.8,142.6
AGV - agv_003,AGV,agv_003,2024-10-19 11:23:40.919216+00:00,agv_003,2.1,0.35,49.2,1258.8,3.5,1084.8,no,waiting,113.7,33.8,110.6,151.8
AGV - agv_003,AGV,agv_003,2024-10-19 11:24:00.935272+00:00,agv_003,5.4,0.15,57.5,703.8,3.2,539.9,yes,rerouting,121.2,49.1,88.9,147.8
AGV - agv_003,AGV,agv_003,2024-10-19 11:24:21.003096+00:00,agv_003,8.4,0.48,6.1,780.0,0.4,429.6,no,waiting,103.6,27.9,90.4,19.4
AGV - agv_003,AGV,agv_003,2024-10-19 11:24:41.219550+00:00,agv_003,16.5,0.29,94.3,1329.9,2.4,243.6,no,en_route,44.0,175.4,124.5,90.9
AGV - agv_003,AGV,agv_003,2024-10-19 11:25:01.219485+00:00,agv_003,31.8,0.41,44.1,1100.6,2.6,1828.9,yes,rerouting,99.6,47.1,20.0,36.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:10:41.535845+00:00,agv_003,49.8,0.33,11.8,1176.4,2.9,1880.9,yes,en_route,383.6,135.8,15.9,83.5
AGV - agv_003,AGV,agv_003,2024-10-19 16:11:01.425586+00:00,agv_003,2.7,0.26,90.4,1327.0,4.8,1620.2,yes,rerouting,71.7,84.8,59.0,65.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:11:21.574720+00:00,agv_003,35.2,0.45,16.5,277.4,1.6,1047.2,no,en_route,438.5,133.2,77.4,72.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:11:41.930915+00:00,agv_003,40.1,0.39,53.6,1292.7,0.9,768.1,yes,waiting,5.5,12.9,178.1,195.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:12:01.601712+00:00,agv_003,36.8,0.48,97.7,628.3,0.6,1064.9,no,rerouting,1.1,104.4,192.2,37.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:12:20.470206+00:00,agv_003,35.7,0.18,70.5,727.4,0.3,802.5,no,en_route,29.3,36.6,104.9,160.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:12:40.608683+00:00,agv_003,34.7,0.04,12.4,859.3,2.4,809.8,yes,en_route,201.3,39.4,7.8,96.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:13:00.673495+00:00,agv_003,15.3,0.12,84.5,583.2,1.3,524.2,no,rerouting,314.7,39.6,190.6,160.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:13:21.521275+00:00,agv_003,14.3,0.04,35.2,874.2,4.3,602.5,yes,rerouting,183.9,158.4,63.2,199.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:13:40.623901+00:00,agv_003,5.3,0.02,36.2,1380.6,4.1,1769.5,no,en_route,385.2,55.0,189.5,154.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:14:00.675634+00:00,agv_003,18.1,0.07,87.6,192.6,5.0,658.7,yes,rerouting,247.9,2.9,159.5,125.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:14:20.749728+00:00,agv_003,28.0,0.43,82.6,666.6,0.3,431.7,no,waiting,345.4,155.8,125.7,188.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:14:41.066569+00:00,agv_003,40.2,0.02,95.5,1372.2,2.1,708.0,no,en_route,270.4,59.1,120.0,95.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:15:09.348461+00:00,agv_003,38.1,0.04,15.1,74.9,3.3,236.5,yes,rerouting,362.9,171.8,31.3,41.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:15:20.761226+00:00,agv_003,37.1,0.33,52.1,394.5,1.6,530.7,yes,rerouting,480.8,13.4,32.3,48.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:15:57.214082+00:00,agv_003,46.3,0.28,81.8,1043.7,4.8,1060.6,no,en_route,35.2,71.7,57.9,179.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:16:00.591929+00:00,agv_003,41.8,0.26,25.0,849.0,0.2,1006.4,no,en_route,321.2,125.1,167.4,7.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:16:40.794472+00:00,agv_003,17.7,0.03,57.9,131.6,3.6,798.6,no,rerouting,456.8,86.0,49.2,84.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:17:00.616336+00:00,agv_003,49.9,0.01,71.3,183.0,0.9,327.3,yes,en_route,427.2,1.5,160.9,161.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:17:20.796984+00:00,agv_003,19.0,0.34,60.7,763.8,1.9,1313.4,no,rerouting,233.8,62.3,143.5,99.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:17:40.972598+00:00,agv_003,41.3,0.3,39.3,214.6,1.6,807.2,yes,rerouting,374.9,156.1,110.3,94.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:18:00.801360+00:00,agv_003,3.5,0.0,70.7,224.4,2.3,1894.2,yes,rerouting,265.1,36.2,23.2,11.1
AGV - agv_003,AGV,agv_003,2024-10-19 16:18:21.086643+00:00,agv_003,42.1,0.21,8.2,84.1,4.2,1939.4,yes,en_route,165.2,187.2,133.2,133.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:18:41.433795+00:00,agv_003,18.6,0.37,76.5,957.9,4.8,630.1,yes,waiting,269.2,0.4,192.0,191.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:19:00.923838+00:00,agv_003,49.0,0.19,50.4,555.9,3.6,236.6,no,waiting,124.5,61.5,197.6,165.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:19:21.278458+00:00,agv_003,19.2,0.5,12.5,1158.5,3.3,1495.2,yes,rerouting,309.4,187.1,187.3,75.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:19:40.867466+00:00,agv_003,45.1,0.48,46.8,389.2,0.9,814.7,no,rerouting,263.6,191.8,86.3,86.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:20:00.866782+00:00,agv_003,42.6,0.13,34.7,490.5,0.4,755.9,no,waiting,51.8,167.0,147.8,52.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:20:20.932278+00:00,agv_003,32.9,0.49,21.4,1319.0,3.8,1309.6,no,waiting,113.7,164.5,193.3,117.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:20:40.969020+00:00,agv_003,12.3,0.44,55.9,1369.8,3.5,1241.2,yes,en_route,70.5,111.1,107.4,7.5
AGV - agv_003,AGV,agv_003,2024-10-19 16:21:00.947653+00:00,agv_003,32.9,0.12,25.3,1167.1,2.4,1516.0,no,rerouting,86.8,195.3,12.6,87.8
AGV - agv_003,AGV,agv_003,2024-10-19 16:21:20.877792+00:00,agv_003,48.8,0.14,42.4,1358.3,1.5,287.9,no,rerouting,419.5,181.7,127.6,30.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:21:41.355111+00:00,agv_003,15.7,0.25,17.4,816.9,0.8,1932.5,no,en_route,286.2,135.3,30.5,74.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:22:00.929085+00:00,agv_003,11.8,0.23,48.6,1326.2,2.9,1761.6,yes,rerouting,410.7,191.5,40.7,146.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:22:21.086632+00:00,agv_003,20.5,0.22,52.9,593.4,1.1,393.5,no,waiting,453.3,176.9,167.5,32.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:22:41.088544+00:00,agv_003,29.5,0.24,0.7,478.1,0.6,1519.2,yes,rerouting,393.5,83.1,190.0,120.7
AGV - agv_003,AGV,agv_003,2024-10-19 16:23:00.909750+00:00,agv_003,32.3,0.29,95.2,776.0,2.0,771.7,no,waiting,424.1,14.7,32.1,6.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:23:21.037785+00:00,agv_003,15.4,0.38,94.8,1357.9,1.0,1634.3,yes,rerouting,172.0,1.2,60.6,70.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:23:41.434080+00:00,agv_003,45.7,0.32,10.3,1106.2,0.5,1811.3,yes,rerouting,116.9,149.3,1.8,15.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:24:01.139942+00:00,agv_003,49.0,0.32,96.8,666.1,2.3,1910.4,yes,en_route,126.0,133.6,62.2,139.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:24:21.027536+00:00,agv_003,26.2,0.26,76.1,736.8,0.6,782.0,yes,rerouting,327.5,95.0,1.9,107.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:24:42.111290+00:00,agv_003,29.1,0.15,86.7,463.6,3.1,1206.3,no,waiting,412.3,57.3,89.1,12.6
AGV - agv_003,AGV,agv_003,2024-10-19 16:25:01.841213+00:00,agv_003,47.6,0.3,69.6,385.4,1.1,951.8,no,en_route,109.4,77.1,41.7,76.0
AGV - agv_003,AGV,agv_003,2024-10-19 16:25:21.314639+00:00,agv_003,23.0,0.5,6.7,1172.8,0.1,1159.0,yes,en_route,322.2,36.1,177.0,68.4
AGV - agv_003,AGV,agv_003,2024-10-19 16:25:41.845618+00:00,agv_003,12.1,0.1,18.7,1436.9,2.0,1833.4,no,waiting,59.5,66.7,158.7,144.3
AGV - agv_003,AGV,agv_003,2024-10-19 16:26:01.149379+00:00,agv_003,21.7,0.15,49.9,1235.5,0.8,428.2,no,rerouting,336.8,41.1,32.9,68.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:26:21.284165+00:00,agv_003,12.0,0.41,35.9,1044.8,0.7,873.3,no,rerouting,224.6,147.5,159.3,25.9
AGV - agv_003,AGV,agv_003,2024-10-19 16:26:41.292664+00:00,agv_003,48.7,0.22,0.1,946.8,1.1,356.4,yes,en_route,120.7,154.6,133.5,163.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:27:01.871824+00:00,agv_003,5.5,0.04,35.2,640.7,3.5,215.3,yes,waiting,410.0,187.1,14.0,145.2
AGV - agv_003,AGV,agv_003,2024-10-19 16:27:21.513272+00:00,agv_003,19.1,0.28,65.8,602.5,0.5,41.1,yes,rerouting,125.4,115.8,135.5,43.2
