Machine,Type,Machine ID,Timestamp,machine_id,temperature,spray_pressure,paint_thickness,humidity,paint_flow_rate,paint_volume_used,atomizer_speed,overspray_capture_efficiency,booth_airflow_velocity,solvent_concentration,x,y,z
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:00:43.326152+00:00,painting_robot_002,38.3,0.5,2.8,94.0,1.5,0.0,398.5,4.1,0.59,0.8,178.2,103.7,52.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:01:03.542097+00:00,painting_robot_002,33.5,2.8,100.4,92.7,2.1,0.5,142.1,92.8,0.86,3.5,64.4,148.8,103.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:01:22.970964+00:00,painting_robot_002,6.3,4.4,128.9,66.7,1.5,0.2,279.6,22.1,0.18,1.1,17.7,67.6,51.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:02:06.012556+00:00,painting_robot_002,2.3,3.1,124.9,18.2,1.5,0.1,1885.7,83.7,0.07,4.6,9.1,46.4,43.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:02:23.408310+00:00,painting_robot_002,40.6,1.6,119.5,99.8,2.2,0.6,1883.6,70.8,0.9,4.3,92.4,3.7,168.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:02:43.111027+00:00,painting_robot_002,40.0,0.2,11.4,0.2,3.0,0.4,2301.2,83.5,0.33,2.3,137.9,175.2,139.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:03:03.525605+00:00,painting_robot_002,38.9,1.1,50.3,4.7,2.3,0.2,876.6,54.5,0.18,1.6,96.2,57.8,111.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:03:23.096805+00:00,painting_robot_002,23.1,0.2,2.8,24.1,2.3,0.9,1788.3,53.8,0.61,2.7,17.3,107.3,64.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:03:42.971804+00:00,painting_robot_002,2.2,4.1,10.8,46.0,4.3,0.6,901.8,78.2,0.83,3.5,197.0,124.5,54.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:04:23.370684+00:00,painting_robot_002,30.1,2.4,19.3,2.9,2.4,1.0,962.0,5.3,0.4,3.1,41.8,16.7,77.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:04:43.290975+00:00,painting_robot_002,41.3,3.3,129.7,58.5,0.9,0.2,833.0,99.1,0.39,3.9,51.6,42.4,25.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:05:03.159794+00:00,painting_robot_002,48.5,3.4,50.7,76.1,0.4,0.5,2232.2,10.0,0.33,0.5,51.7,45.8,111.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:05:23.248710+00:00,painting_robot_002,12.9,3.9,44.0,50.5,2.4,1.7,2903.6,56.9,0.17,0.6,79.7,8.4,148.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:05:43.166291+00:00,painting_robot_002,46.4,4.9,46.7,82.5,0.8,0.9,2320.1,41.6,0.98,4.6,158.5,137.8,192.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:06:03.376137+00:00,painting_robot_002,24.3,0.9,63.8,80.2,0.9,0.6,2211.4,58.6,0.43,3.4,28.2,66.8,42.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:06:23.329415+00:00,painting_robot_002,25.5,2.6,55.2,26.3,1.2,0.2,1968.3,27.1,0.13,0.0,13.1,152.2,67.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:06:43.486570+00:00,painting_robot_002,43.9,1.3,20.2,31.5,0.7,0.2,871.3,82.7,0.66,0.0,156.8,10.4,71.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:07:03.633601+00:00,painting_robot_002,42.1,3.1,99.7,70.3,3.3,0.7,695.7,21.0,0.04,4.7,1.2,121.7,72.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:07:23.513365+00:00,painting_robot_002,16.6,0.9,102.7,27.3,4.3,0.4,1015.9,72.9,0.3,3.6,115.4,104.9,107.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:07:43.255260+00:00,painting_robot_002,28.1,4.7,142.5,63.3,4.0,1.3,2426.5,28.4,0.98,3.8,36.2,198.8,32.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:08:03.509498+00:00,painting_robot_002,17.2,1.0,115.4,78.5,2.1,0.5,2434.1,21.3,0.77,4.8,180.0,198.6,184.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:08:23.313834+00:00,painting_robot_002,23.6,0.1,117.8,6.1,0.3,0.1,1249.6,35.2,0.25,2.7,84.1,161.4,197.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:08:43.275782+00:00,painting_robot_002,33.7,4.5,126.5,63.5,1.3,0.9,735.3,93.2,0.45,4.7,16.0,111.8,96.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:09:03.431224+00:00,painting_robot_002,17.8,3.4,88.5,86.1,3.4,1.5,2158.5,11.0,0.44,2.8,108.9,59.3,15.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:09:23.769922+00:00,painting_robot_002,32.0,4.1,11.7,99.9,3.7,0.8,2284.3,70.6,0.1,1.7,131.3,134.8,155.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:09:43.248426+00:00,painting_robot_002,38.8,5.0,40.7,91.5,1.7,1.4,2811.7,68.4,0.4,3.2,180.1,104.2,167.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:10:03.287886+00:00,painting_robot_002,35.1,1.3,105.2,73.0,3.7,1.3,1298.2,37.0,0.7,4.4,125.7,96.9,173.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:10:22.683030+00:00,painting_robot_002,41.7,0.5,103.2,30.7,3.7,1.0,690.3,58.9,0.11,0.2,100.2,46.3,85.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:10:43.237110+00:00,painting_robot_002,31.8,0.4,96.5,13.1,1.3,0.7,2458.0,34.4,0.41,4.4,23.0,164.0,147.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:11:03.592606+00:00,painting_robot_002,39.4,1.6,72.7,40.0,0.5,1.6,1649.6,9.7,0.76,3.0,90.9,81.0,60.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:11:23.051965+00:00,painting_robot_002,4.8,4.1,37.9,32.7,4.3,0.2,995.1,18.0,0.63,3.9,137.7,159.4,45.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:11:42.837259+00:00,painting_robot_002,8.6,2.4,57.5,69.5,1.8,0.1,1965.3,69.5,0.57,1.0,35.3,61.2,171.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:12:03.241265+00:00,painting_robot_002,24.1,3.3,26.4,18.1,2.6,1.2,2106.8,62.7,0.54,1.4,80.8,65.4,43.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:12:23.179195+00:00,painting_robot_002,42.1,5.0,110.8,5.1,3.2,0.6,2350.3,93.6,0.49,1.1,12.7,177.5,174.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:12:43.367459+00:00,painting_robot_002,30.0,1.4,108.2,70.0,1.3,1.1,1387.3,90.4,0.87,1.7,165.8,197.7,110.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:13:03.199884+00:00,painting_robot_002,49.1,1.8,84.2,97.2,3.2,1.7,2216.0,0.4,0.45,1.5,27.8,56.1,27.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:13:23.042524+00:00,painting_robot_002,25.2,3.3,38.4,78.8,1.0,0.3,1138.4,27.3,0.22,1.7,15.8,135.9,39.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:13:27.540022+00:00,painting_robot_002,12.9,2.0,130.1,76.5,3.9,0.9,1697.4,44.5,0.08,2.2,130.3,143.0,124.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:13:28.488979+00:00,painting_robot_002,3.1,0.4,71.8,3.4,3.8,0.1,965.7,25.6,0.35,4.3,193.6,41.9,84.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:13:43.287196+00:00,painting_robot_002,37.4,5.0,93.4,83.4,0.0,0.9,2999.7,37.7,0.85,4.5,132.0,123.3,188.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:14:03.375640+00:00,painting_robot_002,42.4,1.5,17.2,40.1,0.3,1.4,1722.9,44.4,0.56,1.6,10.8,80.0,44.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:14:43.595269+00:00,painting_robot_002,3.8,0.5,148.2,28.1,2.5,0.9,2864.9,27.3,0.66,4.5,61.6,46.3,73.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:15:23.082826+00:00,painting_robot_002,12.6,3.0,79.8,27.4,1.8,1.4,1858.4,39.1,0.69,3.4,108.8,6.0,164.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:15:43.306237+00:00,painting_robot_002,27.5,3.1,97.1,47.7,3.9,1.8,251.1,60.5,0.57,1.9,66.9,141.6,71.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:16:04.217729+00:00,painting_robot_002,2.8,2.5,140.2,15.1,4.8,1.1,2474.0,17.4,0.76,3.0,126.2,20.2,105.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:16:23.147848+00:00,painting_robot_002,39.9,3.5,0.9,57.7,2.3,1.5,2483.6,35.9,0.27,3.5,81.3,23.5,49.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:16:43.165744+00:00,painting_robot_002,30.7,4.1,41.7,23.2,1.7,0.4,1359.2,58.0,0.32,2.3,116.7,141.6,141.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:17:03.364257+00:00,painting_robot_002,24.7,1.0,89.9,56.2,1.1,1.7,1922.4,56.1,0.77,4.4,70.4,95.2,25.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:17:23.325255+00:00,painting_robot_002,33.7,2.9,131.9,83.5,3.9,0.7,203.9,69.4,0.29,4.9,41.6,156.9,96.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:17:43.654257+00:00,painting_robot_002,40.0,4.7,97.3,73.0,4.8,1.8,2597.3,77.8,0.83,4.0,120.9,28.9,178.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:18:03.238982+00:00,painting_robot_002,17.0,0.2,109.0,68.2,1.2,1.6,813.4,30.5,0.52,1.8,108.4,95.0,128.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:18:22.980189+00:00,painting_robot_002,33.5,2.0,89.4,91.7,4.0,0.4,654.2,26.4,0.39,1.0,137.5,94.7,44.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:18:43.374816+00:00,painting_robot_002,27.0,3.9,128.3,75.9,3.4,0.6,1292.4,24.1,0.67,1.3,42.1,166.7,34.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:19:03.399772+00:00,painting_robot_002,3.9,3.9,34.5,5.8,4.0,1.0,604.1,23.6,0.01,1.1,195.6,168.8,197.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:19:23.369746+00:00,painting_robot_002,27.7,3.4,67.0,19.0,4.0,1.9,2636.3,32.1,0.78,2.6,48.9,132.9,195.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:19:43.246952+00:00,painting_robot_002,4.3,3.3,15.2,11.7,2.6,1.6,2530.6,41.4,0.11,3.4,42.9,36.2,10.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:20:03.114699+00:00,painting_robot_002,44.7,0.5,23.6,15.9,4.8,0.0,2330.7,64.1,0.45,1.5,54.4,155.3,113.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:20:23.492260+00:00,painting_robot_002,38.7,4.1,67.2,50.2,3.0,1.2,2715.7,67.8,0.66,2.8,150.7,0.0,195.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:20:43.303204+00:00,painting_robot_002,32.0,4.5,89.3,80.9,4.6,1.7,1839.4,71.4,0.36,2.0,184.2,197.3,29.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:21:04.496466+00:00,painting_robot_002,34.3,4.8,61.8,44.2,3.5,1.5,1987.6,27.0,0.92,4.2,55.2,121.3,12.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:21:23.431916+00:00,painting_robot_002,15.3,4.2,129.6,72.3,1.4,0.0,2283.7,96.5,0.58,4.3,87.1,119.9,53.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:21:43.198909+00:00,painting_robot_002,44.0,2.6,113.9,32.4,3.0,0.3,1563.7,43.6,0.08,4.2,89.2,31.9,111.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:22:03.240890+00:00,painting_robot_002,11.1,1.6,87.0,75.5,3.4,1.9,2023.4,42.2,0.24,4.9,57.6,34.0,124.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:22:23.633593+00:00,painting_robot_002,49.4,4.2,108.6,88.3,1.3,0.7,2045.2,63.5,0.79,3.5,53.6,96.9,91.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:22:43.238190+00:00,painting_robot_002,39.0,3.8,46.9,98.0,4.6,0.0,1637.0,11.2,0.26,3.1,66.9,150.3,131.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:23:03.369184+00:00,painting_robot_002,35.4,4.0,15.0,32.8,0.6,0.8,2662.8,78.6,0.81,5.0,113.1,0.4,158.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:23:23.020895+00:00,painting_robot_002,48.6,4.0,32.7,12.7,1.7,1.1,712.9,97.0,0.81,2.8,107.0,163.0,180.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:23:43.850306+00:00,painting_robot_002,5.7,3.1,15.3,80.9,0.4,0.2,1345.5,99.3,0.98,3.0,70.5,140.6,120.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:24:03.485102+00:00,painting_robot_002,34.1,4.1,18.1,78.6,2.7,0.3,1569.9,77.4,0.81,4.5,49.4,7.7,59.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:24:23.747249+00:00,painting_robot_002,43.4,4.9,136.8,52.1,0.1,1.6,98.1,84.9,0.22,3.1,178.9,179.1,197.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:24:27.348653+00:00,painting_robot_002,7.4,0.6,31.4,82.7,4.1,0.1,1501.5,18.6,0.6,1.8,49.1,101.9,153.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:24:42.818037+00:00,painting_robot_002,32.9,3.6,118.4,44.5,3.4,0.7,2726.3,35.9,0.69,2.0,123.9,139.6,143.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 11:25:03.468228+00:00,painting_robot_002,11.2,4.8,70.3,74.6,0.9,1.4,1498.5,2.5,0.16,1.6,90.5,34.3,182.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:10:42.905402+00:00,painting_robot_002,21.5,3.3,91.3,24.1,1.6,1.9,1529.9,41.3,0.1,3.2,29.1,42.0,12.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:11:06.962111+00:00,painting_robot_002,9.3,4.9,43.9,72.3,4.8,0.7,441.1,71.0,0.06,1.8,42.3,178.0,77.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:11:23.284879+00:00,painting_robot_002,24.7,2.4,74.2,58.5,2.4,0.1,482.2,39.6,0.15,2.2,141.9,103.5,172.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:11:43.034636+00:00,painting_robot_002,35.6,4.6,120.4,57.3,3.2,1.6,712.4,39.5,0.08,3.7,101.8,11.2,156.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:12:03.647541+00:00,painting_robot_002,4.9,4.9,77.9,33.9,4.2,0.8,2040.7,24.6,0.52,2.1,51.7,119.7,88.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:12:23.526169+00:00,painting_robot_002,25.9,1.4,59.7,38.4,3.7,1.8,1259.7,31.6,0.56,3.2,22.1,120.7,166.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:12:43.069130+00:00,painting_robot_002,39.7,2.8,88.9,12.2,4.8,1.4,2916.3,19.5,0.07,1.7,113.7,10.3,179.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:13:03.239122+00:00,painting_robot_002,40.6,3.2,18.1,72.0,0.5,0.4,2986.7,87.8,0.54,3.0,156.0,17.7,161.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:13:23.032627+00:00,painting_robot_002,2.3,0.2,138.8,50.5,2.2,0.9,348.8,49.7,0.05,3.6,199.2,160.0,60.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:13:43.491799+00:00,painting_robot_002,16.6,3.8,108.0,61.1,3.9,0.7,2368.9,33.3,0.09,1.9,152.7,148.9,76.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:14:02.809877+00:00,painting_robot_002,17.9,1.1,37.5,57.6,2.7,1.3,2564.7,73.8,0.97,2.5,98.1,22.5,89.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:14:22.643835+00:00,painting_robot_002,40.4,2.0,134.9,1.1,3.1,1.5,2733.1,7.1,0.44,3.5,102.5,12.3,1.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:14:43.092046+00:00,painting_robot_002,27.0,0.3,8.4,93.4,4.3,1.3,247.6,99.2,0.3,2.7,29.5,68.0,21.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:15:03.252698+00:00,painting_robot_002,30.4,1.6,108.8,57.5,3.7,0.9,252.5,82.0,0.3,4.8,82.9,76.6,80.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:15:08.155352+00:00,painting_robot_002,9.0,1.7,92.0,95.2,1.0,1.7,750.3,40.3,0.95,2.5,164.3,63.3,45.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:31:43.185372+00:00,painting_robot_002,18.0,2.8,82.2,25.7,1.0,0.8,2165.7,57.9,0.51,4.0,4.1,45.8,162.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:32:04.575977+00:00,painting_robot_002,12.4,0.8,125.5,14.2,0.9,0.9,833.6,79.2,0.76,1.8,184.4,75.1,4.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:32:23.138616+00:00,painting_robot_002,3.5,4.5,146.8,74.4,0.9,1.2,624.9,98.7,0.06,1.9,69.1,87.0,134.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:32:42.776028+00:00,painting_robot_002,16.5,0.3,76.2,19.1,0.0,0.8,1746.2,58.6,0.58,4.9,5.3,28.6,181.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:33:02.631937+00:00,painting_robot_002,46.0,3.7,81.9,42.4,1.2,0.5,941.1,77.8,0.33,4.4,95.1,20.1,147.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:33:23.543501+00:00,painting_robot_002,0.2,2.9,87.3,65.1,0.5,0.7,2168.6,77.8,0.12,1.4,148.2,182.8,34.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:33:43.755902+00:00,painting_robot_002,17.6,0.4,41.9,85.4,4.4,0.2,1338.8,40.8,0.5,4.8,66.2,182.1,92.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:34:03.087093+00:00,painting_robot_002,26.0,2.0,78.0,55.2,3.5,1.0,1617.4,2.0,0.86,2.7,84.4,128.3,181.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:34:23.667215+00:00,painting_robot_002,4.3,2.7,40.4,55.7,3.2,1.9,2902.1,84.9,0.26,0.9,136.0,1.1,132.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:34:43.555406+00:00,painting_robot_002,15.9,0.7,94.3,8.8,0.4,0.6,2772.7,78.9,0.23,4.4,14.7,140.5,183.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:35:03.701320+00:00,painting_robot_002,20.9,2.6,132.8,43.9,4.4,1.8,1456.3,63.2,0.71,3.6,146.2,48.9,12.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:35:22.846239+00:00,painting_robot_002,16.1,4.2,17.6,42.3,4.6,1.6,729.3,11.5,0.36,1.8,123.7,186.9,126.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:35:43.563872+00:00,painting_robot_002,6.5,3.0,9.9,55.9,4.8,1.2,1917.1,48.1,0.31,3.7,80.9,149.9,108.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:36:03.970488+00:00,painting_robot_002,37.1,1.3,87.5,55.9,0.7,1.2,1104.1,77.7,0.87,1.8,176.7,119.8,0.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:36:22.751938+00:00,painting_robot_002,46.6,2.4,131.9,62.6,4.8,1.7,1443.4,22.5,0.97,0.4,153.9,69.6,21.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:36:43.070361+00:00,painting_robot_002,11.6,0.4,111.2,76.2,0.1,1.1,2980.5,56.5,0.33,1.4,114.9,29.3,148.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:37:05.705639+00:00,painting_robot_002,1.5,0.6,121.7,40.7,2.0,0.9,2022.9,26.9,0.27,1.7,22.5,153.6,40.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:37:25.673626+00:00,painting_robot_002,4.4,0.4,128.7,58.2,4.8,1.3,2063.8,26.5,0.97,4.7,95.8,133.7,139.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:37:43.122722+00:00,painting_robot_002,5.7,1.8,3.4,43.1,1.0,1.0,939.1,9.0,0.43,2.3,88.5,167.6,91.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:38:06.988533+00:00,painting_robot_002,3.4,3.8,65.5,27.6,3.5,1.9,1250.7,15.5,0.82,0.7,142.5,22.2,175.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:38:25.108765+00:00,painting_robot_002,47.1,1.1,41.5,63.0,1.4,1.0,1420.6,28.8,0.16,4.1,67.6,128.8,154.5
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:38:43.998120+00:00,painting_robot_002,1.3,0.7,41.5,11.3,3.5,0.1,388.3,43.8,0.74,1.8,192.5,29.3,156.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:38:52.100385+00:00,painting_robot_002,25.5,5.0,29.3,84.5,0.7,0.3,2257.2,69.6,0.63,0.1,138.4,122.4,88.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:39:25.600026+00:00,painting_robot_002,44.7,4.8,110.1,95.8,4.9,1.5,2330.8,82.8,0.77,5.0,119.4,123.1,91.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:42:14.494541+00:00,painting_robot_002,19.2,0.9,62.6,99.7,1.4,1.9,971.4,70.6,0.98,4.4,161.1,102.4,98.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:42:14.753376+00:00,painting_robot_002,15.6,3.0,118.6,4.0,0.6,1.1,755.0,50.9,0.05,4.1,142.5,35.9,190.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:42:56.206476+00:00,painting_robot_002,41.1,0.7,119.1,23.7,1.2,0.3,2203.8,12.6,0.7,3.0,46.8,84.2,3.8
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:42:56.726330+00:00,painting_robot_002,0.2,0.6,100.0,67.2,2.3,0.8,228.4,64.2,0.66,3.7,6.5,174.7,40.2
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:43:38.858638+00:00,painting_robot_002,39.2,0.4,2.4,90.2,2.9,0.0,498.1,68.4,0.33,2.6,61.5,65.1,86.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:43:39.502917+00:00,painting_robot_002,20.6,0.1,120.3,24.8,4.5,0.5,140.2,43.5,0.21,2.5,34.7,30.7,186.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:44:20.796995+00:00,painting_robot_002,24.5,2.1,48.3,85.1,3.3,1.4,426.5,48.2,0.06,2.8,25.9,61.7,29.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:44:22.530620+00:00,painting_robot_002,26.8,0.7,18.5,32.7,2.6,0.4,413.5,48.3,0.49,1.7,141.6,85.8,14.1
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:45:04.252827+00:00,painting_robot_002,28.2,0.3,130.7,43.2,0.8,1.4,2285.5,8.7,0.56,1.2,162.0,106.9,48.0
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:45:04.564593+00:00,painting_robot_002,36.2,3.7,39.5,28.6,4.0,0.4,1493.0,71.6,0.3,1.7,63.9,199.6,195.3
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:45:45.518591+00:00,painting_robot_002,27.5,4.0,54.4,35.0,2.0,1.2,928.9,80.8,0.01,1.4,21.6,101.1,73.9
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:46:26.667988+00:00,painting_robot_002,36.7,3.1,144.9,27.3,1.2,1.2,2672.8,45.3,0.97,0.0,81.2,89.2,36.6
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:46:27.471301+00:00,painting_robot_002,22.0,3.4,60.4,64.1,2.0,1.7,2574.1,90.5,0.83,0.1,167.5,98.9,38.7
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:47:09.484071+00:00,painting_robot_002,3.7,1.3,43.2,23.4,4.5,1.6,181.7,48.6,0.6,4.1,36.0,62.4,113.4
PAINTING - painting_robot_002,PAINTING,painting_robot_002,2024-10-19 16:47:09.762410+00:00,painting_robot_002,14.4,4.3,115.7,73.6,3.7,1.3,156.9,76.3,0.35,3.1,153.7,57.4,97.2
