Machine,Type,Machine ID,Timestamp,machine_id,temperature,vibration_level,power_consumption,spindle_speed,tool_wear_level,cut_depth,feed_rate,coolant_flow_rate,material_hardness,chip_load
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:54:02.296900+00:00,cnc_milling_004,30.0,0.37,5.9,3291.3,77.1,6.2,156.1,0.99,169.0,0.09
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:54:22.239676+00:00,cnc_milling_004,74.3,0.71,8.6,13026.5,64.2,7.9,42.8,0.52,58.7,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:54:42.329433+00:00,cnc_milling_004,84.3,0.26,5.9,3526.0,88.1,2.4,355.9,1.11,112.6,0.22
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:55:01.893945+00:00,cnc_milling_004,86.5,0.28,13.0,10594.9,5.7,5.2,493.2,1.71,109.7,0.1
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:55:21.923782+00:00,cnc_milling_004,77.6,0.79,16.2,3641.3,87.1,1.3,8.4,1.05,239.8,0.67
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:55:41.911522+00:00,cnc_milling_004,56.9,0.07,4.9,4727.7,78.9,9.4,37.7,0.83,96.2,0.52
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:56:02.018933+00:00,cnc_milling_004,49.8,0.95,6.7,14680.7,3.0,2.7,8.3,1.26,142.6,0.52
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:56:21.950374+00:00,cnc_milling_004,16.6,0.35,16.5,3074.7,31.4,3.2,14.9,0.02,3.8,0.87
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:56:42.196060+00:00,cnc_milling_004,78.5,0.28,4.8,1716.4,20.3,6.4,107.1,0.67,288.4,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:57:02.206103+00:00,cnc_milling_004,98.5,0.25,2.4,2209.5,72.8,2.3,341.9,0.34,20.0,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:57:22.121810+00:00,cnc_milling_004,93.4,0.76,12.1,7364.3,10.9,7.0,176.3,0.45,206.8,0.09
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:57:41.951606+00:00,cnc_milling_004,30.1,0.33,4.8,9635.0,1.1,1.9,314.7,0.53,48.9,0.59
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:58:02.468930+00:00,cnc_milling_004,47.1,0.71,19.0,3561.6,12.6,2.5,204.5,1.39,248.3,0.56
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:58:22.000601+00:00,cnc_milling_004,35.4,0.36,4.6,11751.2,31.9,5.5,82.0,0.28,21.3,0.5
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:58:42.017923+00:00,cnc_milling_004,4.6,0.43,18.0,13038.2,90.9,8.2,14.1,0.49,134.7,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:59:02.091667+00:00,cnc_milling_004,18.7,0.63,6.4,14350.0,8.4,10.0,369.6,1.66,219.9,0.87
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:59:22.331567+00:00,cnc_milling_004,13.0,0.87,4.6,13815.7,66.0,9.3,226.1,0.13,117.6,0.33
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 10:59:42.184518+00:00,cnc_milling_004,13.3,0.28,2.1,7305.9,87.5,0.8,110.9,0.54,43.4,0.06
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:00:01.955708+00:00,cnc_milling_004,34.6,0.1,0.1,13107.6,22.4,5.9,38.6,1.88,115.7,0.16
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:00:21.641751+00:00,cnc_milling_004,18.6,0.08,4.3,10019.5,62.7,1.8,130.2,0.11,156.4,0.63
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:00:41.952472+00:00,cnc_milling_004,4.5,0.91,16.7,990.5,15.5,6.5,153.2,1.39,84.9,0.63
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:01:02.128398+00:00,cnc_milling_004,85.0,0.53,4.4,1251.0,70.1,9.0,349.8,1.13,250.3,0.28
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:01:21.665423+00:00,cnc_milling_004,21.8,0.51,9.6,11823.3,52.1,1.7,241.6,1.36,243.9,0.23
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:01:41.859515+00:00,cnc_milling_004,77.3,0.81,8.9,13638.9,83.5,1.5,380.5,0.12,92.7,0.95
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:02:06.011557+00:00,cnc_milling_004,53.7,0.82,8.0,2062.5,21.2,8.4,256.8,1.01,209.8,0.69
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:02:21.793236+00:00,cnc_milling_004,42.1,0.17,7.4,13049.6,21.9,8.7,28.1,0.56,299.3,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:02:41.733515+00:00,cnc_milling_004,45.0,0.98,2.2,10296.0,26.6,1.1,19.3,0.78,182.1,0.33
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:03:01.751809+00:00,cnc_milling_004,88.6,0.01,9.0,8696.8,27.7,8.7,71.1,1.52,230.6,0.6
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:03:21.359431+00:00,cnc_milling_004,95.6,0.17,12.8,2222.6,85.6,1.4,150.9,1.51,51.7,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:03:41.652920+00:00,cnc_milling_004,53.0,0.63,16.6,12684.4,20.0,1.9,232.6,1.14,265.2,0.44
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:04:01.993763+00:00,cnc_milling_004,75.5,0.68,18.9,8437.8,97.1,2.3,435.8,1.87,84.1,0.98
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:04:21.915631+00:00,cnc_milling_004,34.1,0.2,10.5,10830.4,57.8,8.5,324.0,1.82,175.2,0.25
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:04:41.915788+00:00,cnc_milling_004,38.7,0.15,15.3,349.0,39.4,5.2,357.0,1.89,18.1,0.13
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:05:01.866463+00:00,cnc_milling_004,61.8,0.15,0.1,9550.2,50.2,8.5,50.2,1.79,85.6,0.68
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:05:22.249643+00:00,cnc_milling_004,2.2,0.46,1.1,2782.2,68.3,0.5,103.3,0.51,123.5,0.3
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:05:41.911326+00:00,cnc_milling_004,13.5,0.12,1.1,10910.6,32.9,6.2,203.6,0.85,29.1,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:06:03.132031+00:00,cnc_milling_004,95.7,0.65,13.9,9896.4,21.0,2.3,459.0,0.04,88.0,0.1
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:06:22.139370+00:00,cnc_milling_004,88.4,0.13,11.9,13654.3,29.0,6.1,23.0,0.02,204.6,0.21
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:06:42.288052+00:00,cnc_milling_004,94.3,0.67,6.2,8216.6,43.7,6.5,155.8,1.13,165.9,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:07:02.039044+00:00,cnc_milling_004,24.9,0.63,18.3,10013.1,70.5,5.8,229.2,0.28,282.0,0.03
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:07:22.186399+00:00,cnc_milling_004,95.4,0.12,4.3,12298.5,33.7,5.2,492.8,0.01,226.6,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:07:42.352332+00:00,cnc_milling_004,0.9,0.58,11.5,5712.5,96.1,1.6,211.2,0.1,284.5,0.41
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:08:02.276831+00:00,cnc_milling_004,75.4,0.66,7.5,4503.4,43.9,5.9,456.1,1.41,191.4,0.26
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:08:21.971741+00:00,cnc_milling_004,45.4,0.12,2.4,12721.5,74.9,6.6,207.9,1.28,17.4,0.2
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:08:42.434320+00:00,cnc_milling_004,32.6,0.53,13.0,9154.3,72.9,7.1,460.6,0.09,249.5,0.36
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:09:02.425712+00:00,cnc_milling_004,18.3,0.98,6.5,5623.9,88.2,2.9,279.8,1.49,230.0,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:09:22.292530+00:00,cnc_milling_004,57.5,0.45,3.1,5234.3,78.7,6.2,351.6,0.69,180.9,0.82
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:09:41.718298+00:00,cnc_milling_004,58.3,0.22,11.4,5663.9,13.0,8.0,127.0,1.29,199.9,0.92
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:10:01.848758+00:00,cnc_milling_004,65.7,0.99,0.7,6079.6,20.0,2.5,499.6,1.59,121.2,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:10:22.081958+00:00,cnc_milling_004,12.4,0.19,19.5,11489.4,54.0,2.3,447.5,0.09,8.5,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:10:41.990423+00:00,cnc_milling_004,75.0,0.68,17.2,13576.6,96.1,9.5,462.6,1.03,164.2,0.44
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:11:03.246879+00:00,cnc_milling_004,31.3,0.37,17.5,4896.6,59.5,6.9,289.1,1.25,72.0,0.35
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:11:21.958289+00:00,cnc_milling_004,33.6,0.37,17.2,6977.9,54.4,6.3,50.2,1.57,94.0,0.34
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:11:41.961705+00:00,cnc_milling_004,24.2,0.53,10.3,3855.1,79.3,6.0,341.9,0.15,204.0,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:12:01.919971+00:00,cnc_milling_004,39.1,0.93,13.1,7911.7,4.0,7.6,434.6,0.45,53.5,0.24
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:12:22.211053+00:00,cnc_milling_004,59.1,0.44,2.6,2417.6,37.3,5.3,265.5,0.71,127.9,0.67
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:12:41.976557+00:00,cnc_milling_004,0.5,0.6,17.5,8004.0,10.0,1.3,116.7,0.22,188.5,0.28
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:13:02.054128+00:00,cnc_milling_004,13.1,0.79,18.4,5404.9,67.8,9.2,407.2,0.84,248.7,0.68
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:13:21.775201+00:00,cnc_milling_004,68.4,0.84,19.1,12664.9,97.2,6.6,118.0,1.22,174.0,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:13:42.444248+00:00,cnc_milling_004,19.3,0.57,4.8,599.3,1.5,3.4,83.7,1.55,142.7,0.22
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:14:02.203307+00:00,cnc_milling_004,78.1,0.81,2.5,4615.8,79.5,3.7,194.9,1.94,204.5,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:14:22.396630+00:00,cnc_milling_004,51.3,0.23,8.2,9878.5,76.8,7.1,187.9,1.98,258.3,0.72
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:14:41.508863+00:00,cnc_milling_004,44.3,0.06,11.2,4253.2,6.9,7.3,420.5,1.06,194.6,0.44
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:15:01.726348+00:00,cnc_milling_004,89.2,0.73,13.2,8668.0,77.4,9.1,9.4,0.71,105.2,0.66
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:15:22.686687+00:00,cnc_milling_004,1.7,0.23,7.0,11578.4,55.0,4.1,364.8,1.02,34.5,0.07
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:15:41.571502+00:00,cnc_milling_004,27.0,0.32,3.5,10943.7,31.9,2.3,185.9,0.95,60.0,0.12
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:16:01.753323+00:00,cnc_milling_004,51.8,0.15,18.0,13967.7,1.3,8.7,151.3,1.3,268.0,0.1
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:16:22.089153+00:00,cnc_milling_004,40.4,0.06,8.0,11116.4,95.8,9.1,312.2,0.59,185.1,0.01
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:16:41.599645+00:00,cnc_milling_004,21.2,0.37,17.9,12617.4,5.1,4.0,385.9,0.54,145.7,0.87
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:17:01.784277+00:00,cnc_milling_004,80.2,0.23,13.4,7967.1,34.4,7.8,467.4,1.15,238.2,0.51
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:17:21.786749+00:00,cnc_milling_004,11.4,0.28,19.0,14533.5,75.0,2.0,244.0,1.54,166.6,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:17:41.919935+00:00,cnc_milling_004,10.3,0.55,2.6,6706.9,28.8,0.2,193.5,0.83,56.1,0.07
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:18:01.721477+00:00,cnc_milling_004,50.1,0.77,1.8,13742.2,80.5,4.1,361.6,0.05,130.3,0.44
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:18:21.783357+00:00,cnc_milling_004,11.8,0.84,7.0,10398.2,2.5,3.8,433.2,1.17,196.5,0.85
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:18:41.989937+00:00,cnc_milling_004,99.8,0.52,11.4,11103.6,29.1,7.6,16.3,1.3,186.7,0.21
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:19:01.861248+00:00,cnc_milling_004,6.9,0.72,8.0,1431.8,10.6,2.6,58.0,1.87,136.7,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:19:21.792295+00:00,cnc_milling_004,53.6,0.41,2.5,11277.6,9.3,1.8,337.0,1.42,114.5,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:19:41.820569+00:00,cnc_milling_004,72.8,0.77,7.6,12220.7,58.5,4.4,204.2,1.88,57.1,0.15
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:20:02.505415+00:00,cnc_milling_004,53.5,0.75,8.3,10427.8,14.4,3.4,493.6,0.78,139.3,0.09
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:20:22.726937+00:00,cnc_milling_004,60.2,0.43,3.5,12758.1,72.9,8.1,433.8,0.37,160.0,0.98
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:20:42.061139+00:00,cnc_milling_004,77.7,0.37,2.1,11696.2,24.6,5.5,477.4,1.64,41.8,0.37
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:21:02.413819+00:00,cnc_milling_004,80.4,0.09,18.8,10122.9,74.9,9.4,190.7,0.13,23.8,0.77
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:21:22.141968+00:00,cnc_milling_004,77.6,0.54,14.4,2031.8,54.7,0.3,271.0,1.66,279.4,0.17
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:21:42.069949+00:00,cnc_milling_004,79.5,0.14,4.6,14583.1,51.3,9.7,418.7,1.14,259.6,0.57
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:22:01.702459+00:00,cnc_milling_004,31.5,0.56,3.8,7270.6,79.9,4.0,63.4,0.85,244.4,0.61
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:22:21.823679+00:00,cnc_milling_004,40.4,0.56,3.1,8633.7,94.7,5.6,240.2,0.77,176.3,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:22:41.935813+00:00,cnc_milling_004,15.9,0.34,2.5,5749.1,22.1,1.8,89.5,0.65,82.3,0.96
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:23:01.695108+00:00,cnc_milling_004,90.3,0.06,11.4,1507.8,97.8,6.1,349.4,0.57,258.8,0.64
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:23:21.897913+00:00,cnc_milling_004,57.5,0.37,11.6,11913.3,54.2,4.5,407.1,0.29,5.2,0.4
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:23:41.803869+00:00,cnc_milling_004,60.4,0.18,13.2,7679.9,39.6,5.1,47.3,1.58,89.7,0.17
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:24:01.989039+00:00,cnc_milling_004,30.7,0.07,9.8,5965.9,63.1,4.4,331.1,0.03,243.2,0.8
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:24:21.915272+00:00,cnc_milling_004,22.5,0.89,7.9,13020.1,18.9,3.0,30.7,1.65,134.6,0.58
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:24:41.929389+00:00,cnc_milling_004,22.1,0.13,2.0,1668.1,8.2,4.2,48.8,1.04,6.2,0.54
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 11:25:02.570002+00:00,cnc_milling_004,28.2,0.83,10.4,2786.9,76.8,1.1,12.3,0.75,109.3,0.04
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:10:42.066514+00:00,cnc_milling_004,20.0,0.04,16.7,6165.3,88.6,5.8,479.9,0.1,14.3,0.49
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:11:02.765341+00:00,cnc_milling_004,75.4,0.2,9.8,8249.6,11.5,2.3,159.2,1.56,244.8,0.38
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:11:21.751254+00:00,cnc_milling_004,48.1,0.68,17.4,12641.4,30.8,0.9,395.0,1.68,119.9,0.81
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:11:42.365615+00:00,cnc_milling_004,35.4,0.45,16.7,6676.3,27.4,4.0,371.1,1.82,52.4,0.86
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:12:02.151814+00:00,cnc_milling_004,64.7,0.97,12.3,3384.7,68.5,4.1,356.8,1.75,161.6,0.13
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:12:21.766581+00:00,cnc_milling_004,53.1,0.77,17.5,13640.6,65.4,5.4,85.3,1.94,279.7,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:12:41.431808+00:00,cnc_milling_004,0.2,0.8,2.8,1836.1,32.4,3.0,241.1,0.18,67.3,0.77
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:13:01.754860+00:00,cnc_milling_004,32.7,0.01,18.8,2102.0,43.3,1.7,272.1,0.21,186.9,0.29
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:13:21.996359+00:00,cnc_milling_004,71.8,0.51,16.2,14453.3,45.1,2.5,301.2,0.76,233.9,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:13:41.775929+00:00,cnc_milling_004,68.4,0.07,17.8,12567.7,45.8,6.1,432.6,0.56,77.4,0.27
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:14:02.567589+00:00,cnc_milling_004,41.0,0.5,9.5,8474.5,46.6,7.1,189.7,0.27,293.3,0.61
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:14:21.670139+00:00,cnc_milling_004,66.6,0.83,16.7,7018.1,7.0,0.2,87.9,0.13,278.5,0.1
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:14:41.547961+00:00,cnc_milling_004,78.0,0.34,13.9,8713.1,18.6,4.9,43.1,0.93,237.6,0.85
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:14:45.100157+00:00,cnc_milling_004,79.0,0.03,5.4,13436.4,8.7,0.3,464.5,1.72,154.0,0.39
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:15:09.661239+00:00,cnc_milling_004,62.0,0.29,15.6,11589.6,45.8,2.2,322.0,0.23,4.5,0.97
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:15:21.223163+00:00,cnc_milling_004,2.0,0.2,11.3,8505.0,89.2,0.7,253.9,0.1,205.9,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:15:57.366714+00:00,cnc_milling_004,1.3,0.16,9.6,11431.5,2.2,8.6,172.0,1.99,243.3,0.13
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:16:11.305048+00:00,cnc_milling_004,45.7,0.05,3.2,10924.5,10.8,7.2,155.4,0.27,79.2,0.26
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:21:41.740196+00:00,cnc_milling_004,69.9,0.89,3.9,1666.4,45.0,8.9,454.8,0.27,33.7,0.81
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:22:01.569179+00:00,cnc_milling_004,9.6,0.06,11.5,11927.8,36.4,8.0,193.5,0.67,223.8,0.44
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:22:21.625114+00:00,cnc_milling_004,0.2,0.61,4.1,2208.4,75.2,9.0,106.6,1.92,254.4,0.36
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:22:41.703899+00:00,cnc_milling_004,60.8,0.63,6.9,3232.2,58.0,9.4,21.5,0.24,274.9,0.7
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:23:01.587651+00:00,cnc_milling_004,72.3,0.86,19.8,8790.8,61.0,6.5,290.0,1.04,254.8,0.4
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:23:21.390987+00:00,cnc_milling_004,40.0,0.81,6.0,3971.2,67.2,6.3,367.7,0.32,36.1,0.52
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:23:41.755444+00:00,cnc_milling_004,87.1,0.51,19.9,1324.4,8.8,9.5,14.6,1.59,127.1,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:24:01.477809+00:00,cnc_milling_004,11.2,0.49,8.5,6568.8,24.4,2.5,53.4,1.73,103.6,0.35
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:24:21.527331+00:00,cnc_milling_004,16.9,0.25,19.7,1293.0,4.4,9.1,465.3,0.67,82.1,0.57
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:24:42.427403+00:00,cnc_milling_004,35.4,0.88,17.5,7824.2,19.0,5.3,131.2,1.92,150.3,0.1
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:25:02.507056+00:00,cnc_milling_004,76.4,0.86,15.1,720.6,83.1,1.0,342.5,0.59,141.1,0.74
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:25:21.755569+00:00,cnc_milling_004,26.2,0.61,15.7,4100.6,12.5,9.0,170.0,0.88,5.2,0.68
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:25:42.611834+00:00,cnc_milling_004,50.5,0.59,8.7,14646.2,37.0,3.8,205.9,0.33,129.9,0.07
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:26:02.533870+00:00,cnc_milling_004,55.8,0.08,16.3,10572.1,22.5,9.5,292.0,1.35,290.2,0.05
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:26:21.646732+00:00,cnc_milling_004,60.8,0.45,10.5,11209.5,48.2,0.1,173.5,0.79,184.4,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:26:41.998717+00:00,cnc_milling_004,32.3,0.97,2.4,11224.1,43.9,7.7,394.2,1.98,204.4,0.79
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:27:03.729479+00:00,cnc_milling_004,20.9,0.45,3.8,5261.4,48.9,0.1,290.4,0.01,281.7,0.55
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:27:22.178517+00:00,cnc_milling_004,0.9,0.73,19.3,12121.0,97.5,6.2,356.9,1.54,264.0,0.43
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:27:41.936647+00:00,cnc_milling_004,61.3,0.42,10.5,8663.8,99.2,9.4,479.8,1.03,286.8,0.14
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:28:01.734491+00:00,cnc_milling_004,2.9,0.28,12.3,5142.5,28.0,7.4,236.2,0.7,88.6,0.26
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:28:21.779020+00:00,cnc_milling_004,92.4,0.91,11.7,9302.7,72.4,5.4,380.5,0.54,284.7,0.42
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:28:42.298037+00:00,cnc_milling_004,89.8,0.68,18.4,6561.6,2.3,3.6,451.8,0.58,291.0,0.93
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:29:01.909459+00:00,cnc_milling_004,48.0,0.28,10.2,13218.8,58.5,9.9,216.9,1.85,244.0,0.18
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:29:22.034352+00:00,cnc_milling_004,92.1,0.15,11.2,113.5,84.0,5.5,260.5,0.04,225.7,0.23
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:29:42.463638+00:00,cnc_milling_004,28.0,0.15,2.8,2829.6,7.1,7.8,292.8,0.5,108.1,0.89
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:30:02.045489+00:00,cnc_milling_004,45.2,0.45,17.2,8378.4,26.3,8.3,293.7,1.28,211.9,0.32
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:30:22.090100+00:00,cnc_milling_004,43.1,0.33,13.2,8499.3,80.9,7.4,373.9,0.93,79.8,0.78
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:30:42.056432+00:00,cnc_milling_004,88.2,0.52,4.4,7101.3,88.1,4.7,133.7,1.1,204.4,0.77
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:31:01.956201+00:00,cnc_milling_004,57.3,0.16,18.5,10935.8,91.5,9.8,131.1,1.04,253.5,0.26
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:31:21.580115+00:00,cnc_milling_004,92.8,0.32,16.2,4097.6,8.5,7.0,355.7,0.71,182.1,0.37
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:31:41.711232+00:00,cnc_milling_004,23.2,0.1,17.8,10746.6,55.1,2.1,343.6,0.22,114.0,0.86
CNC - cnc_milling_004,CNC,cnc_milling_004,2024-10-19 16:32:02.340881+00:00,cnc_milling_004,33.1,0.94,0.4,307.6,93.4,6.9,93.9,0.93,79.7,0.42
